,id,LiquidityData_1,LiquidityData_2,LiquidityData_3,LiquidityData_4,LiquidityData_5
864,5c802cdcd646ac641327ae1a,-9.312906507556981,-4.272949632581021,-1.0407480743461273,2.991235172163632,7.0880038272473955
865,5c802cdcd646ac641327ae1b,-9.312906507556981,-4.272949632581021,-1.0407480743461273,2.991235172163632,7.0880038272473955
866,5c802cdcd646ac641327ae1c,-9.312906507556981,-4.272949632581021,-1.0407480743461273,2.991235172163632,7.0880038272473955
867,5c802cdcd646ac641327ae1d,-9.312906507556981,-4.272949632581021,-1.0407480743461273,2.991235172163632,7.0880038272473955
868,5c802cdcd646ac641327ae1e,-9.312906507556981,-4.272949632581021,-1.0407480743461273,2.991235172163632,7.0880038272473955
869,5c802cdcd646ac641327ae1f,-9.312906507556981,-4.272949632581021,-1.0407480743461273,2.991235172163632,7.0880038272473955
870,5c802cdcd646ac641327ae20,-9.312906507556981,-4.272949632581021,-1.0407480743461273,2.991235172163632,7.0880038272473955
871,5c802cdcd646ac641327ae21,-9.312906507556981,-4.272949632581021,-1.0407480743461273,2.991235172163632,7.0880038272473955
872,5c802cdcd646ac641327ae22,-9.312906507556981,-4.272949632581021,-1.0407480743461273,2.991235172163632,7.0880038272473955
873,5c802cdcd646ac641327ae23,-9.312906507556981,-4.272949632581021,-1.0407480743461273,2.991235172163632,7.0880038272473955
874,5c802cdcd646ac641327ae24,-9.312906507556981,-4.272949632581021,-1.0407480743461273,2.991235172163632,7.0880038272473955
875,5c802cdcd646ac641327ae25,-0.21450964765985786,8.18623499928936,11.848743251485828,15.844115036661938,16.574637579640225
876,5c802cdcd646ac641327ae26,-9.312906507556981,-4.272949632581021,-1.0407480743461273,2.991235172163632,7.0880038272473955
877,5c802cdcd646ac641327ae27,0.8666600997304824,9.989174861548305,14.630925342984877,19.73752304632701,20.23814556762533
878,5c802cdcd646ac641327ae28,0.8666600997304824,9.989174861548305,14.630925342984877,19.73752304632701,20.23814556762533
879,5c802cdcd646ac641327ae29,0.8666600997304824,9.989174861548305,14.630925342984877,19.73752304632701,20.23814556762533
880,5c802cdcd646ac641327ae2a,0.8666600997304824,9.989174861548305,14.630925342984877,19.73752304632701,20.23814556762533
881,5c802cdcd646ac641327ae2b,0.8666600997304824,9.989174861548305,14.630925342984877,19.73752304632701,20.23814556762533
882,5c802cdcd646ac641327ae2c,-0.21450964765985786,8.18623499928936,11.848743251485828,15.844115036661938,16.574637579640225
883,5c802cdcd646ac641327ae2d,-9.312906507556981,-4.272949632581021,-1.0407480743461273,2.991235172163632,7.0880038272473955
884,5c802cdcd646ac641327ae2e,0.8666600997304824,9.989174861548305,14.630925342984877,19.73752304632701,20.23814556762533
885,5c802cdcd646ac641327ae2f,-3.18737798001667,2.0382617549203843,5.763821646959658,10.05801565521026,11.773821688095241
886,5c802cdcd646ac641327ae30,-3.18737798001667,2.0382617549203843,5.763821646959658,10.05801565521026,11.773821688095241
887,5c802cdcd646ac641327ae31,0.8666600997304824,9.989174861548305,14.630925342984877,19.73752304632701,20.23814556762533
888,5c802cdcd646ac641327ae32,-3.18737798001667,2.0382617549203843,5.763821646959658,10.05801565521026,11.773821688095241
889,5c802cdcd646ac641327ae33,-3.18737798001667,2.0382617549203843,5.763821646959658,10.05801565521026,11.773821688095241
890,5c802cdcd646ac641327ae34,-3.18737798001667,2.0382617549203843,5.763821646959658,10.05801565521026,11.773821688095241
891,5c802cdcd646ac641327ae35,-3.18737798001667,2.0382617549203843,5.763821646959658,10.05801565521026,11.773821688095241
892,5c802cdcd646ac641327ae36,-3.18737798001667,2.0382617549203843,5.763821646959658,10.05801565521026,11.773821688095241
893,5c802cdcd646ac641327ae37,0.8666600997304824,9.989174861548305,14.630925342984877,19.73752304632701,20.23814556762533
894,5c802cdcd646ac641327ae38,-3.18737798001667,2.0382617549203843,5.763821646959658,10.05801565521026,11.773821688095241
895,5c802cdcd646ac641327ae39,-3.18737798001667,2.0382617549203843,5.763821646959658,10.05801565521026,11.773821688095241
896,5c802cdcd646ac641327ae3a,-3.18737798001667,2.0382617549203843,5.763821646959658,10.05801565521026,11.773821688095241
897,5c802cdcd646ac641327ae3b,-2.443989965661796,5.931395286294397,10.189133263814112,14.786029490310371,16.193288728317743
898,5c802cdcd646ac641327ae3c,-0.21450964765985786,8.18623499928936,11.848743251485828,15.844115036661938,16.574637579640225
899,5c802cdcd646ac641327ae3d,3.0523553277658597,11.444997467979674,14.923784596042475,18.247105196149832,17.30814419159156
900,5c802cdcd646ac641327ae3e,-0.21450964765985786,8.18623499928936,11.848743251485828,15.844115036661938,16.574637579640225
901,5c802cdcd646ac641327ae3f,-0.21450964765985786,8.18623499928936,11.848743251485828,15.844115036661938,16.574637579640225
902,5c802cdcd646ac641327ae40,-0.21450964765985786,8.18623499928936,11.848743251485828,15.844115036661938,16.574637579640225
903,5c802cdcd646ac641327ae41,9.725329181708526,11.227871377962405,12.580717950047404,8.963256447123321,3.4463424175207527
904,5c802cdcd646ac641327ae42,3.0523553277658597,11.444997467979674,14.923784596042475,18.247105196149832,17.30814419159156
905,5c802cdcd646ac641327ae43,3.0523553277658597,11.444997467979674,14.923784596042475,18.247105196149832,17.30814419159156
906,5c802cdcd646ac641327ae44,3.0523553277658597,11.444997467979674,14.923784596042475,18.247105196149832,17.30814419159156
907,5c802cdcd646ac641327ae45,0.8666600997304824,9.989174861548305,14.630925342984877,19.73752304632701,20.23814556762533
908,5c802cdcd646ac641327ae46,0.8666600997304824,9.989174861548305,14.630925342984877,19.73752304632701,20.23814556762533
909,5c802cdcd646ac641327ae47,0.8666600997304824,9.989174861548305,14.630925342984877,19.73752304632701,20.23814556762533
910,5c802cdcd646ac641327ae48,0.8666600997304824,9.989174861548305,14.630925342984877,19.73752304632701,20.23814556762533
911,5c802cdcd646ac641327ae49,3.0523553277658597,11.444997467979674,14.923784596042475,18.247105196149832,17.30814419159156
912,5c802cdcd646ac641327ae4a,3.0523553277658597,11.444997467979674,14.923784596042475,18.247105196149832,17.30814419159156
913,5c802cdcd646ac641327ae4b,-4.419579092294299,1.2467846665250342,4.833212407738572,7.910306486864122,8.873085180373243
914,5c802cdcd646ac641327ae4c,4.0044799641944415,11.578173678195654,14.200350415820193,17.10076086621952,15.398039244552223
915,5c802cdcd646ac641327ae4d,4.0044799641944415,11.578173678195654,14.200350415820193,17.10076086621952,15.398039244552223
916,5c802cdcd646ac641327ae4e,4.0044799641944415,11.578173678195654,14.200350415820193,17.10076086621952,15.398039244552223
917,5c802cdcd646ac641327ae4f,4.0044799641944415,11.578173678195654,14.200350415820193,17.10076086621952,15.398039244552223
918,5c802cdcd646ac641327ae50,4.0044799641944415,11.578173678195654,14.200350415820193,17.10076086621952,15.398039244552223
919,5c802cdcd646ac641327ae51,4.0044799641944415,11.578173678195654,14.200350415820193,17.10076086621952,15.398039244552223
920,5c802cdcd646ac641327ae52,4.0044799641944415,11.578173678195654,14.200350415820193,17.10076086621952,15.398039244552223
921,5c802cdcd646ac641327ae53,4.0044799641944415,11.578173678195654,14.200350415820193,17.10076086621952,15.398039244552223
922,5c802cdcd646ac641327ae54,-0.21450964765985786,8.18623499928936,11.848743251485828,15.844115036661938,16.574637579640225
923,5c802cdcd646ac641327ae55,-0.21450964765985786,8.18623499928936,11.848743251485828,15.844115036661938,16.574637579640225
924,5c802cdcd646ac641327ae56,-0.21450964765985786,8.18623499928936,11.848743251485828,15.844115036661938,16.574637579640225
925,5c802cdcd646ac641327ae57,-4.419579092294299,1.2467846665250342,4.833212407738572,7.910306486864122,8.873085180373243
926,5c802cdcd646ac641327ae58,-0.21450964765985786,8.18623499928936,11.848743251485828,15.844115036661938,16.574637579640225
927,5c802cdcd646ac641327ae59,-0.21450964765985786,8.18623499928936,11.848743251485828,15.844115036661938,16.574637579640225
928,5c802cdcd646ac641327ae61,-3.18737798001667,2.0382617549203843,5.763821646959658,10.05801565521026,11.773821688095241
929,5c802cdcd646ac641327ae62,-3.18737798001667,2.0382617549203843,5.763821646959658,10.05801565521026,11.773821688095241
930,5c802cdcd646ac641327ae63,3.0523553277658597,11.444997467979674,14.923784596042475,18.247105196149832,17.30814419159156
931,5c802cdcd646ac641327ae64,3.0523553277658597,11.444997467979674,14.923784596042475,18.247105196149832,17.30814419159156
932,5c802cdcd646ac641327ae65,3.0523553277658597,11.444997467979674,14.923784596042475,18.247105196149832,17.30814419159156
933,5c802cdcd646ac641327ae66,-9.804212413609543,-5.946159654185705,-4.742629641173775,-1.119270448542393,-2.3093903164342446
