2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
1.1464,-1.201,-0.2319,0.5494,0.4726,1.6958,1.6066,1.7887,0.0592,-0.4188,-0.9912,-1.2392,2.1473,1.0323,0.0624,-0.5388,-2.4407,-1.2948,-0.1277,0.0043,0.1748,1.102,0.2262,-0.5234,-2.3454,-1.5231,-1.1473,0.0593,5.8113,-2.5044
17.3991,20.0782,15.9667,32.072,1.9836,4.7551,6.1048,8.1481,-7.1057,-11.7863,-14.9537,6.4267,20.4545,16.5481,24.1268,6.5186,36.3028,-305.427,-10.2588,-22.1252,-42.8585,301.8991,-18.2365,-80.6551,-27.7096,-43.9694,-29.4404,93.4493,30.4811,43.6661
12.9888,10.4,5.9256,4.0377,-4.2517,0.4372,3.2341,-2.7242,-2.8511,-7.318,-8.9378,-2.7844,-13.1997,-10.2869,-7.7365,-10.8604,6.6367,4.8599,3.1598,12.2489,3.3904,3.6327,9.5702,5.0823,-2.5996,-1.0548,-6.7409,-5.5893,4.6932,0.4418
-3.9671,-2.7873,-3.8881,-2.0751,0.8355,-1.3901,-3.1582,-1.467,-8.1095,-1.5857,-2.8721,-3.3361,9.7497,1.7213,3.4887,3.6888,4.1202,9.7119,5.3335,0.725,-17.0789,-9.0695,-2.5332,3.7277,-24.0123,-55.1183,-43.6873,-29.9433,70.6474,53.7738
2.205,12.0673,4.9502,-5.4494,-1.4135,-6.9778,-8.4068,-5.9531,5.3993,5.9191,9.5141,9.4327,43.1653,13.7527,0.8953,-2.9516,-74.3607,-26.7213,-17.0719,-20.1714,22.5514,7.3729,5.8303,26.8202,16.2463,12.8261,11.4656,-4.1304,-3.0652,-4.3267
-0.2097,-2.2908,-0.3253,-0.6443,1.2604,1.0028,0.7813,0.833,-4.675,-8.1064,-8.1228,-7.3221,-0.4759,-1.971,-3.0685,-2.8663,-2.6624,-1.0802,2.9338,2.8395,-1.7299,-2.7471,-6.4955,-10.8263,-2.5844,0.1397,4.5777,10.562,7.631,4.2121
-797221.7818,-1024394.544,48484.7593,-2177.392,796404.048,1023693.671,122929.1765,-1468.2149,817.7338,-13044.3966,-3645.8555,3651.402,0,13585.9738,4745.9752,2.268,19.7513,174.1805,445.7836,-1.1615,-115.4955,-1.6005,0.8695,-0.6965,103.6114,-3.2878,-5.4123,-5.5746,-0.2975,-9.9963
-1.906,-42.0553,-28.1493,-17.9188,-7.6059,-10.3978,-6.2184,-4.3159,2.6295,0.2355,0.0548,-0.3893,-2.7995,-0.8704,-1.652,-2.4545,-0.1824,-0.7637,-0.8596,1.6522,5.2443,10.0179,10.1529,4.551,-3.8577,-7.0318,-7.4437,-6.7178,-5.0944,-10.6665
6.365,5.2014,2.9759,-0.7996,-0.9318,-1.3785,-0.294,0.1955,-0.8415,-0.1793,-0.0498,0.6072,3.0647,3.1693,3.2909,2.4,4.244,3.1891,2.9065,3.6043,-0.2481,-0.9002,-0.1805,0.6618,0.9432,2.2998,2.2387,0.7629,5.4948,3.1518
-3.4541,2.7219,5.1057,14.6313,33.8101,21.8627,13.0291,-6.5455,-23.2104,1.4136,-2.5016,3.9341,13.175,-12.8829,-6.8714,-7.6053,-23.9798,-14.9005,-9.7362,9.4791,13.1371,11.3486,6.1021,-15.6881,-15.1806,-5.5926,-3.8385,0.9639,-0.9457,-8.148
0.7225,-0.6912,-0.8723,-0.3492,1.4737,-0.1697,-0.0637,-0.301,0.0242,-0.1359,0.0243,-0.178,-0.2055,0.8333,0.3053,0.732,1.078,0.4563,0.319,0.2034,-0.1795,-0.4986,-0.2018,0.1538,-0.8355,-0.1245,-0.076,-0.1831,0.1367,-1.1364
-0.7504,-0.8668,-1.5622,-1.3107,2.2566,-0.16,0.4286,-1.0092,-4.1763,-0.8507,-1.552,-0.0051,-3.8931,-1.8934,-3.2429,-1.7926,-3.1827,-5.1309,-1.9241,-1.4809,-7.2282,0.355,-3.0481,-2.9116,-5.9925,-12.461,-14.4654,-24.291,-4.8105,11.5656
-5.8657,-10.9664,-63.5027,-38.368,46.1166,34.3316,33.5243,36.2132,-1.1861,-2.7834,-4.9591,-0.3263,-7.1496,-4.786,-1.1096,-2.0829,3.6508,0.8168,-0.314,-6.39,-4.6192,-4.8099,-6.3695,-8.9211,-5.6317,19.1397,16.5541,16.3167,12.9779,-10.96
-2.8972,0.5966,1.1217,-1.7948,-0.5043,2.0213,1.164,2.0667,3.861,1.8789,6.4452,6.5765,5.167,4.0907,0.2614,-4.3298,-2.9335,-3.2269,-6.186,-4.8349,-6.7104,-5.1863,-0.9091,0.764,0.0879,-0.1278,-1.646,-0.8452,2.7215,-30.3767
9.7545,11.1016,12.9471,13.2474,5.5559,-1.5886,-2.2876,-1.6433,-4.6435,-2.0525,-1.8121,-0.9371,-6.4592,-5.3934,-3.8713,-3.2119,4.3939,3.4016,3.4151,3.3563,-2.9715,-1.3706,-2.3948,-0.0927,-1.5639,-0.7118,0.1384,0.3947,7.637,2.3251
1.5541,1.7737,1.7456,1.483,-0.5376,2.7004,0.3221,-0.2528,-1.5099,-5.1347,-3.5451,-2.6772,0.7002,0.6161,0.6854,0.6906,1.6502,1.1961,1.5246,1.5911,0.2346,0.0167,-0.1442,0.1297,-1.0634,-0.5272,-0.923,-0.1843,0.0419,-3.8105
-2.0729,-1.3685,-1.4555,2.5206,0.4092,1.4196,1.5415,1.425,1.686,0.9545,0.9966,-1.0381,-7.9371,-4.9401,-3.6148,-1.2165,-1.9106,-3.9174,-7.8753,-4.1877,0.5249,-0.4634,1.3386,-2.3297,-3.1263,0.4352,0.6208,-0.2999,0.0872,-11.4285
3.1021,4.2724,2.1174,-0.8798,-1.3135,-3.6777,-2.0294,0.637,1.6199,-0.2566,-0.5196,-6.6242,-0.1777,-14.635,-10.9311,-13.655,-9.3352,7.2725,5.1141,17.6034,4.2519,6.2366,-0.1778,-12.197,-33.1378,-15.1044,-3.7353,11.4647,35.5949,12.0129
3941.0926,3467.7389,3337.177,-68.4512,-5754.5379,-2881.4727,-960.5466,-226.3094,1368.4528,2748.5956,1373.2309,-3.6303,56.6326,-85.016,-28.7522,-5.4388,3.1818,-18.9395,-5.6768,-7.007,-54.8182,30.9222,-3.0171,5.9721,65.0793,-23.4811,10.9645,-1.3121,-2.0109,-11.22
12.5257,3.8705,1.5403,1.2336,0.2111,0.2569,0.4442,0.4081,-0.5747,-1.1725,0.0267,-0.2631,-1.5202,0.0251,-3.5393,-3.6875,0.5749,-0.0873,2.0888,2.0817,-1.2024,-0.3413,-0.8674,-0.6998,0.2932,0.4062,0.6228,0.7121,-2.9106,-1.0481
0.0867,0.7186,0.6138,2.1325,3.0439,4.4686,3.2971,2.4579,4.6817,2.2209,-0.475,-1.5021,-0.7283,-1.4129,-2.2504,-5.8812,-0.54,-1.4467,-0.9181,-0.7371,-1.278,-1.3151,-1.0772,-1.3633,-0.2072,-1.1326,-2.0115,-1.372,-1.6224,-25.2692
11.5891,3.8795,2.1777,-6.2156,0.0999,-0.5668,-3.5361,-0.6624,-13.4191,-11.1523,-8.1245,-11.5133,17.1211,13.5869,11.556,11.2243,-0.3655,-6.2252,-0.7786,0.7755,5.4002,8.3747,1.8041,2.1256,0.2298,-0.1658,-0.2506,-2.7909,-3.3808,-4.2423
2.6915,-0.0678,0.5777,2.4327,1.9518,3.3878,4.8362,-5.5743,-8.0258,-10.7338,-11.8312,-1.6726,0.1246,0.1205,0.2285,0.5945,-1.7505,0.3073,0.5286,0.1426,2.9302,1.4441,1.0853,1.0781,1.5955,1.2292,0.9251,0.3344,-1.4973,-6.5931
-1.6785,-0.5637,2.8436,1.2251,11.0328,4.5174,3.2425,5.1227,-23.1672,-8.9505,-11.0606,-10.7018,-14.1031,-2.1409,-1.4583,-1.4359,10.8158,-3.468,0.2515,-0.9299,-31.5176,-14.564,-17.0307,-17.1648,2.0284,8.3322,9.8918,13.6508,31.1549,6.9983
19.8566,3.7977,0.0307,-0.8966,-0.0586,2.2027,2.2303,0.5508,-0.0365,-2.4243,-3.6252,-2.053,-5.5672,-6.8196,-5.1676,-3.1557,2.1649,5.3585,5.4115,3.0415,-0.0316,-0.0434,-1.1825,-0.0936,-2.1885,-0.1097,0.9842,0.1813,2.8211,-0.0039
0.2717,0.0592,0.0345,0.5294,1.0989,0.8969,0.4303,-0.2142,-1.9516,-1.6421,-2.6602,-4.4613,-2.2741,-1.9485,-2.0606,-1.8178,-0.5663,-0.6048,-0.6262,-0.1731,-1.1419,-0.4447,-0.3239,-0.246,-0.0813,-0.0155,0.2886,-0.096,-0.8105,-1.8178
5.3671,5.6047,6.1901,6.7558,0.3962,3.8084,5.0314,-0.0918,-10.2853,-6.961,-10.6479,-7.0164,-4.472,-4.4755,-3.9233,-3.8895,4.1696,-2.662,-0.1083,-0.648,-7.6657,-136.5946,-91.4364,-66.0725,-3.4509,128.2381,82.4459,71.4352,4.9915,1.2891
-5.0033,-43.2715,-25.5614,-9.0128,-0.1767,16.5928,3.7251,2.278,-1.8857,-14.9182,-2.7084,-4.4143,0.5739,-1.5313,-0.9784,-0.526,0.0799,-0.7991,-1.1271,-1.4222,-0.4892,-1.8329,16.9112,11.9584,0.4593,2.6549,-6.3839,-6.0454,1.2305,-6.7095
0.42,0.3465,0.1844,7.2471,8.8653,4.6306,1.8402,-2.8627,-5.632,0.6245,2.415,0.9693,8.733,11.4802,8.856,3.228,-8.7397,-1.4126,9.1729,7.6419,23.6185,20.2474,11.1262,5.0789,-2.8684,-5.6384,-5.1827,-1.9236,-7.4059,-31.5992
-4.4929,-4.6273,-2.6405,0.4551,1.2635,1.4245,3.1748,1.7616,-0.4536,1.0003,-0.2774,-2.1518,-2.9392,-4.0074,-3.4515,-2.5646,-0.14,1.8756,2.3266,2.6382,-0.2401,0.9613,-0.4996,-3.5967,-8.6355,-4.8823,-3.9055,-0.21,8.3205,-1.0703
1.7596,-11.4532,-7.4833,-5.9194,3.0008,9.6527,4.8793,9.4926,4.4402,7.3962,4.3918,-2.7307,-2.4418,1.9803,1.6123,0.5007,29.8546,12.6712,-0.0811,-10.4313,-15.9128,-5.1983,5.6476,-123.704,-15.2918,-13.6204,-8.1388,124.4743,-3.2886,-32.7051
-2.2866,-2.6711,-2.8271,-1.9239,-1.5717,-0.6981,-1.0969,-2.594,0.1255,0.2966,-0.0369,5.363,-0.0562,-0.1298,-0.3756,-6.5871,-1.3271,-0.8288,-0.7645,1.96,0.1222,-0.0611,1.3486,-0.1981,0.5346,0.6365,0.545,-0.3837,-0.3257,-13.4174
9.7419,4.8844,1.0657,1.0596,-0.2044,-1.6369,0.9789,1.0316,-0.3633,3.1478,0.6835,3.8973,-1.5272,-4.0506,0.4698,-6.1619,1.1715,4.6685,0.6983,5.238,-4.1221,-1.1658,-1.6578,-1.0016,5.1353,0.4353,0.6071,0.0275,0.3804,-11.8475
1.6396,3.5948,7.0376,7.2162,3.1639,2.1913,1.4149,1.9927,0.8373,1.29,1.4357,1.5751,-0.2318,-0.5566,-0.3753,-1.3183,1.5013,1.2023,0.9449,0.7354,-0.2517,1.4601,1.1657,1.7925,4.0839,6.4978,6.3428,5.189,0.5372,-14.3644
-0.0893,0.3536,0.1004,-0.3003,-0.182,-0.9633,-0.6901,-0.3917,-0.1089,0.472,0.4037,0.2522,0.8077,0.4285,0.2723,0.0634,-0.9879,-0.4713,-0.4548,-0.3117,0.1305,-0.1289,-0.1618,0.146,0.1485,4.3762,8.7481,7.2195,0.3455,-5.2915
0,0,0,-561.8824,-51.7168,5.6779,24.671,565.41,79.3777,22.6974,-7.078,8.158,-27.6609,-23.0954,-25.2761,-17.319,0,-5.2799,7.6831,5.6334,0,0,0,9.6776,14.4523,-2.531,-6.7621,26.2119,-107.5208,2.531
4.4664,2.9687,2.4687,0.2986,-1.2658,-4.7422,-3.9557,-6.2534,-2.1123,2.674,2.1287,3.3088,1.6075,0.607,0.2683,1.0034,-7.5126,-6.26,-3.3997,-5.1107,6.1226,5.1003,-0.3569,4.026,2.4326,2.0898,4.1192,0.1765,-4.5572,-1.6043
0.2195,-0.095,-0.304,0.0148,-0.33,-2.8092,-2.2192,0.173,-1.2161,1.7182,6.4573,3.6415,6.0692,6.4652,1.4802,1.3228,2.6964,2.0898,0.7662,0.1728,-1.3953,-0.7943,0.0863,0.6559,-0.8604,-1.3662,-1.201,-1.0787,-1.232,-8.7286
-1.2013,1.7323,1.2385,1.7995,-7.4595,-13.4811,-13.319,-23.2151,-14.0686,5.4154,8.5844,22.9,7.2764,-8.2821,-12.0034,-22.5969,19.2824,15.5174,17.7633,30.9412,-21.7887,-18.3013,-8.5946,-36.0234,10.1892,21.1686,11.8156,26.1425,-8.4384,-5.0263
5.2642,11.4675,3.0532,1.1315,-5.1074,-5.954,-3.549,-4.6887,-10.4568,-5.5929,-5.888,-3.0546,12.993,7.1455,7.0485,6.6359,-1.1898,-0.352,0.2768,0.2456,-1.4341,-0.9906,-3.7633,-9.9668,-5.5753,0.6471,4.5073,11.5091,11.0149,-1.1679
-1.0077,-2.7498,-5.7955,-5.6375,-11.3952,-9.8208,-7.6156,-8.5625,11.0328,14.5552,14.8945,16.9026,16.7309,9.8589,11.6999,10.2241,-4.4695,-2.1086,-3.2821,-2.1106,9.1198,9.3759,8.6662,7.9782,4.1313,4.3454,1.9335,-5.1308,-16.104,-27.1861
0.3171,-0.6283,-0.4039,7.6721,-1.1127,0.5835,0.7039,-1.7785,-1.9393,-4.1467,-2.8341,-3.7191,-7.7014,-6.6193,-8.0632,-7.0853,-10.5737,-12.7387,-12.4689,-21.1581,-10.9946,-8.5945,-11.4356,-0.8141,1.5043,0.2343,1.3635,-0.1594,-1.6394,-8.9322
-39.516,-3.2951,-0.005,4.4758,-0.8136,-3.6369,-1.7609,-2.3222,1.6552,-2.0578,-3.5136,-1.8145,-1.4613,-0.3956,0.1096,0.5189,-0.8414,-0.5157,-0.5739,-1.3412,-3.1162,-0.9714,0.3968,1.1681,2.5828,-0.4425,0.6533,-0.8669,-0.7096,-1.3732
-2.2438,-1.8551,-0.2007,3.9482,2.4649,0.5369,-0.6313,-0.9308,-3.2988,-1.9759,-1.7957,-3.2265,-3.615,-3.8727,-1.3564,0.3582,12.587,13.8802,11.0721,9.6889,1.2644,0.5993,1.1722,1.0397,1.3754,1.9129,0.2432,-1.0855,0.0374,-9.6271
-0.8661,-0.5808,-0.3647,-1.1338,-1.4466,-2.5814,-3.5348,-6.0558,0.2493,1.9319,1.9295,1.7508,4.6736,3.0377,3.5576,3.282,1.6641,1.0997,0.4641,1.3112,-0.1808,-0.2776,0.55,-0.3538,-0.4361,-0.5976,-0.805,-0.3519,-0.9928,-5.948
2.6041,2.7201,1.5534,2.0125,1.2084,0.9272,0.4567,-0.7191,0.0892,-0.7393,0.107,1.7806,-2.0444,-1.6966,-2.4776,-1.5569,-2.3953,-3.7037,-2.8037,-3.2735,0.2593,0.0309,0.2929,-0.3317,-0.5568,-0.5674,-0.8377,-0.2097,-0.9018,-2.5423
1.1554,0.7258,0.3199,0.2808,-0.4216,-0.1221,-0.1791,-0.2264,-0.1642,-0.1092,-0.3171,-0.2729,0.2482,0.1149,0.3789,0.2991,0.0317,0.1971,0.105,-0.0296,-0.0497,0.0336,-0.0354,0.0124,0.0183,-0.0705,0.0051,-0.0053,-0.0606,-0.5556
19.4439,14.2113,13.0616,104.5871,-13.3728,-12.7304,-20.4857,-42.3859,-16.9862,-1.073,2.2394,-0.917,-5.1435,9.5911,23.5652,43.997,14.7816,-13.9189,-15.1377,11.1081,48.9314,44.0001,36.959,1.9036,-2.693,0.6717,0.2784,-0.3563,1.3704,-4.676
-0.4835,-4.1518,-1.1744,0.7532,0.1982,2.4914,1.3514,-0.1479,0.4888,0.68,1.6448,0.0938,0.789,-0.0602,-2.4651,-0.7958,-0.4072,1.4768,0.8118,0.1975,-0.6858,-2.0203,-2.1449,-1.711,0.1432,-0.7502,1.0398,1.3958,1.2347,-2.2443
-0.6283,-0.4805,0.8607,0.4368,0.3797,0.0922,-0.9237,-1.7667,-2.1172,-1.8661,-1.2582,-0.0267,-0.7174,0.1081,0.015,0.2548,0.4587,0.507,0.3183,0.0652,0.5564,0.7293,1.4018,1.841,-0.1556,0.8257,2.8933,3.091,0.4193,-4.1712
14.7399,2.3799,0.1392,0.6772,-2.7104,1.5039,1.2462,-3.3499,-12.393,-8.4635,-10.9284,-11.0497,-2.7655,-5.0005,1.1278,11.5195,1.5629,3.6584,-1.3547,-11.7345,11.7226,5.5954,8.5611,11.8759,-25.0032,-23.7617,-17.9939,-1.1287,22.5055,21.9274
-7.4167,-9.4228,-4.9434,-8.5267,-4.0839,4.1958,4.658,7.5719,10.9642,6.4397,1.8338,1.1766,-5.5988,-5.374,-3.3484,-11.8811,-14.1481,-12.1527,-12.0195,-23.71,8.0972,9.2099,11.2349,32.7061,0.5838,-9.9912,-16.064,-19.8757,4.9316,12.4783
1.4632,-0.2169,-1.3355,-1.7905,-0.7778,-0.8955,-0.6323,-2.2141,-1.3154,-0.8487,-0.2935,0.6781,-0.4449,-0.1116,0.4626,0.1402,-0.2552,-5.1005,-6.6145,-9.2057,-0.2582,4.6843,3.0642,1.9679,7.8052,3.8869,5.5076,20.8149,-3.9262,-3.8339
-6.7675,0.6967,7.0728,3.9946,18.5947,2.4066,0.1168,-0.8456,0.8296,4.3443,1.8801,4.0499,-0.6216,2.0038,-0.4249,-1.727,-2.2441,-7.3858,-1.1187,2.9891,-0.3144,-1.8123,-8.8349,-6.9079,-3.3626,6.3783,8.884,1.5129,11.6175,5.3589
-7.6959,-8.1644,-9.0887,-9.4713,-2.5078,3.4656,1.4453,8.4881,1.4729,1.2739,3.22,-4.5643,-6.9687,-2.1242,5.7388,9.9106,7.8031,8.2908,2.4723,-5.0815,2.4478,-13.1582,-17.4604,-18.3957,-9.7832,0.6918,9.1896,14.5776,5.1777,3.1217
-0.4173,-0.3343,-0.0977,5.339,39.1904,42.4946,39.3382,13.9752,-21.3435,-30.6643,-26.9812,-6.4029,-7.5468,-2.0847,-2.2687,-4.6721,4.1035,-2.4631,-3.1019,-4.2312,-5.275,-3.6424,0.1937,0.8365,-3.7005,-1.8775,-4.5102,-1.5409,2.1266,-4.8591
17.4615,26.0436,5.3072,-5.3031,-27.1488,-14.0037,-10.8784,-10.0417,-19.8527,-24.8439,-9.3882,-2.4922,26.9595,23.9338,6.5301,-0.1564,-15.4313,-5.5931,-2.2165,-1.1108,0.3011,-8.0144,-25.9812,-65.29,-12.3196,-35.7516,-32.4264,75.0457,-164.4318,49.8371
-3.4893,-3.737,-2.266,-2.6563,-0.9766,1.7882,-0.0585,-1.4358,0.2848,-1.7422,-1.8293,-1.5546,-0.9737,-1.871,-0.1026,-0.483,1.7143,1.6325,1.5581,1.5502,1.8727,-0.2036,-0.4561,-0.7111,-3.2603,-1.9713,-2.1256,-1.9205,-0.0806,-7.0599
13.3487,-2.2838,0.0279,1.5238,-9.4711,-1.7245,-0.7116,-0.2788,2.1275,0.8477,0.0755,-0.3834,-5.5926,-0.4273,0.1694,0.2497,1.5886,0.5299,6.3331,6.3649,12.1252,8.4683,0.7389,1.6925,1.7701,-0.1688,2.2619,-0.0438,-2.2741,-13.8473
1.2994,0.3804,0.9823,1.7804,0.4961,-1.0042,-1.3104,-2.1504,0.953,1.3795,1.9494,2.6432,1.4433,1.7035,2.1655,1.3473,-0.9107,-1.5887,-2.7514,-2.5284,-0.0411,-0.3694,-1.1597,-0.3626,-0.6416,0.7239,2.1201,1.9519,0.6695,-0.4944
2.6132,-2.9452,26.058,45.9351,-47.1003,-20.0077,-24.4729,-41.6859,-42.1279,57.9191,47.0249,47.1544,122.5584,-1.8201,-2.311,-0.1458,0.8922,2.1729,2.8299,-6.0612,-16.3705,-14.9044,-22.4289,-29.9739,-2.1225,-34.8568,-16.4566,-4.78,8.0256,41.5106
0.1002,-1.9797,-0.4602,0.5051,1.5262,0.7804,-0.1091,-0.9729,0.782,0.2555,0.1712,-0.529,-0.4881,0.0735,-0.0444,-0.167,-0.9904,-0.134,-0.043,-30.6831,-114.1329,-36.1406,-22.4763,29.8564,114.9213,28.0754,4.5923,0.528,-8.8984,6.8703
-16.223,-8.0452,-5.6723,-2.6374,0.7883,-0.289,-2.4365,-2.9828,-1.454,-2.3311,-0.4396,0.529,-4.3516,-4.3915,-4.1577,-13.2398,-0.4534,-3.7166,-2.1275,11.2377,0.7123,4.0055,2.1111,0.2271,-11.5113,-5.6991,-6.638,-11.9756,10.7542,4.8786
10.9996,3.7673,0.9223,0.9812,-4.9871,-1.4288,0.8455,1.6671,-1.6166,-1.3694,-1.2802,-1.0039,0.0914,0.0589,0.6105,-0.9233,-1.8846,-2.2971,1.5978,1.791,0.1559,1.8933,-1.0983,-3.0642,1.7381,-1.7212,-1.5962,0.0537,3.3095,6.6989
11.7041,4.7263,3.2497,0.9717,-6.1888,-5.0561,-2.8838,-1.9233,1.012,1.4204,0.0709,-0.6247,-6.0591,-2.0661,-3.889,-8.988,-19.0047,-27.7977,-28.6104,-42.8211,0.3737,1.3153,-1.1648,51.8593,-7.8585,-25.4649,-23.9532,7.4846,-46.1453,51.7186
-0.3659,-0.8236,-0.0315,0.1548,0.2673,0.3361,0.2513,-0.2158,-2.828,-6.0609,-9.2193,-12.0874,-19.9561,-18.7773,-19.3332,-15.7098,-12.2144,-9.7911,29.0905,29.2574,39.6551,39.0927,4.315,3.3094,1.7176,1.0452,1.0679,0.6243,-0.0411,1.1284
-0.1,21.1355,13.2035,9.2177,3.8333,-20.4379,-16.276,-18.018,-2.9571,-0.8606,1.7802,6.4307,4.7044,-0.9753,1.4426,-0.2621,-4.5896,2.9256,5.0009,8.1213,31.8685,37.3469,5.0217,-2.2243,-48.3661,-51.6049,-17.2826,-14.9116,21.2851,7.7379
1.006,-1.4269,-0.6718,-1.037,1.693,0.5867,0.0886,0.334,-2.6159,-2.9963,-3.0279,-2.2761,-0.9522,-0.9994,-0.898,-1.9184,-0.615,-0.351,-0.5171,-0.2461,-14.0467,-11.0599,-11.6707,-23.593,9.982,10.4205,13.7299,25.5293,8.1414,-0.2797
-3.5828,-1.0287,0.1249,-1.7657,0.124,0.0172,0.5634,1.0491,-0.5151,3.6614,0.2359,-0.7285,0.1307,-6.3101,-3.4962,-6.8006,-2.1711,-1.9055,-0.8157,6.291,-10.7285,41.2919,25.5088,13.8787,9.6702,-38.4062,-22.1133,-11.2845,-6.0619,1.0476
1.5255,1.3966,-2.4976,-4.7751,1.2217,0.9786,3.1371,4.6239,-3.6983,-3.8167,-5.513,-5.9436,1.9122,3.0171,5.2445,6.0917,1.6523,1.5113,0.7923,0.0164,-0.8119,-1.1631,-4.9213,-9.9703,-9.6955,-5.2498,0.0366,6.5891,13.8076,9.6612
12.1581,4.1559,2.1212,0.6119,-7.1681,-3.8145,-3.6575,-2.4812,-0.2256,-0.5592,-1.5391,-3.1925,-2.6213,-2.0776,-0.8294,-0.3545,-4.7791,-4.7963,-3.1114,-1.7928,1.6871,0.3998,-4.4749,-8.7559,13.0437,10.7354,13.0857,4.4143,-4.7564,-1.0527
10.3232,-1.7284,-25.696,-23.1039,-11.0687,5.2981,3.3496,8.9127,-18.1743,-17.5888,-14.1482,-12.3897,11.1287,5.1339,3.8061,5.9077,5.5824,3.4415,2.5365,-1.4753,-8.9748,-15.2995,-14.2048,-13.6568,0.149,8.6858,9.9239,10.1895,3.6016,-2.6933
1.6487,0.9807,0.5049,1.9836,4.0471,4.2558,1.1131,-1.3452,-8.5956,-1.8603,0.1701,0.9761,-2.7002,-4.5303,-4.3251,-3.2785,1.4924,0.0096,0.2581,0.5953,2.0196,4.2206,2.3593,1.5161,0.4176,0.5098,31.4604,24.118,0.6289,-6.8484
-8.1398,-3.8078,-2.5359,0.2468,-0.3332,0.5749,0.4933,-0.1003,1.8874,0.4115,-0.13,-0.4137,-3.4114,-3.7997,-4.2861,-3.3525,-5.5606,-5.507,-4.2537,-5.2412,-2.3044,-1.6132,-1.4643,3.3165,-0.5119,0.5413,1.8046,-1.2481,7.3082,1.1615
-0.0431,-0.2475,-0.1544,-0.0337,0.0346,0.0674,0.0113,0.0163,0.533,0.0773,0.278,0.5286,-0.0133,0.1423,0.1358,0.2846,0.1652,0.4096,0.1019,-0.1029,0.1796,0.7934,0.1544,-0.0281,-0.0966,2.0406,2.6667,2.7901,5.5045,-4.0579
-0.9981,0.1692,1.2466,-2.0676,56.6453,32.6389,24.8058,17.7863,-64.5992,-41.0157,-30.8832,-27.8476,-1.4692,-0.3385,-1.1732,0.0374,-0.2133,1.3454,2.2934,4.1166,1.9215,7.1805,2.9039,2.7241,2.3159,-9.2111,-4.7985,-3.0853,3.2223,-4.6135
-1.0496,-0.5287,-0.1188,-1.1324,-6.2883,-3.5708,-3.1572,0.4053,-5.7419,-1.7798,-2.1221,-3.9013,-15.8431,-8.1738,-3.9323,-0.1345,-1.4338,1.1779,0.4004,0.3309,3.2675,0.3842,-0.2728,0.3785,2.4047,-0.8725,-0.3312,0.1298,1.5795,6.8852
14.2946,3.5689,-0.4765,0.0066,3.0294,-1.6604,-1.2718,-3.9576,-15.117,-8.7479,-6.8441,-4.2536,7.2689,6.3151,6.0412,5.0251,2.1173,2.7992,2.798,2.2605,1.1647,1.5251,1.7646,1.3194,-2.3479,-2.4001,-1.1217,-1.3847,3.74,0.6076
-17.1058,-5.6542,-4.5052,-3.4723,-9.6358,-7.9888,-4.3974,-2.8626,14.161,5.4228,0.8189,0.1889,-3.0392,-1.8243,-2.2432,-3.4359,-11.4847,-12.9688,-11.9553,-12.3237,-2.6097,0.2655,3.0505,1.1165,-9.6561,-12.5132,-20.7293,-14.9256,18.2807,23.8696
0.91,1.2123,0.9355,0.195,-1.7666,-1.3638,-1.0828,-0.8724,-1.3958,-2.2841,-2.6382,-1.5591,0.4689,1.8372,1.9875,1.7512,1.4771,0.4186,0.3172,0.0539,-0.59,-0.7464,-0.8593,-0.6095,-0.7327,-0.0207,0.2912,0.752,1.6974,-2.1448
-3.0372,-1.4027,-4.3465,-6.3455,4.3674,1.7835,1.4716,-1.7779,-16.858,-17.2064,-21.2656,-26.4473,0.5904,10.3345,15.9086,25.2537,2.5402,-8.5344,-15.631,-46.2376,0.9184,-2.8885,10.7503,50.5415,22.4705,32.049,29.6733,17.0455,-0.943,-18.7142
29.0139,4.6069,7.0658,21.672,0.1815,5.7865,4.9116,-3.4785,1.988,1.4548,1.8142,0.8383,-1.01,-6.298,-16.0731,5.5074,-31.9762,-39.9705,24.6501,-0.5701,16.7427,34.1388,-24.2916,-20.3916,30.3486,-5.6767,-14.4767,-18.409,-15.7649,15.0412
3.1785,-3.9571,-7.7113,-0.6575,0.8852,6.1549,3.1472,-15.7837,2.5052,2.1426,3.1694,15.3119,7.0107,-5.8019,-6.2086,-23.9544,-10.4885,0.6867,7.4332,25.5237,-9.8791,-5.4721,-7.3268,-27.6313,9.9227,8.5269,5.8495,31.5229,10.4767,6.1838
0.7775,3.5779,0.9789,0.5642,0.6569,0.404,0.3136,-0.0376,0.1951,-0.0763,-0.4443,0.0731,-0.2359,0.8241,1.7214,1.1944,27.3459,10.8629,7.0334,4.7951,-28.1983,-11.3657,-5.6171,-2.407,6.8442,5.0031,3.0103,0.7426,-2.6965,-7.3575
