2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
0,0,0,0,0,0,0,14.489,0,0,0,1.0252,0,0,0,1.922,21.7169,20.3954,20.5493,2.1152,-0.8678,-0.1452,0.19,0.6609,1.5871,0.0809,-0.9229,-0.6816,-4.8974,-20.3311
0,0,0,0,0,0,0,20.4967,0,0,0,-2.6124,0,0,0,0.3909,11.3404,9.188,7.9925,-10.1612,-1.6196,-1.2798,0.4896,0.8379,-3.5395,-3.5203,-1.0396,-1.0433,-0.8189,-4.3879
0,0,0,0,0,0,0,23.3293,0,0,0,-1.8062,0,0,0,-1.0272,17.3677,18.8861,19.1131,-1.9193,4.4867,2.5194,0.2891,1.3877,-12.7205,-6.1428,-5.8818,-4.4734,-28.0549,-15.2627
0,0,0,0,0,0,0,18.8759,0,0,0,-1.7463,0,0,0,0.2962,14.6825,16.9552,17.9261,1.0442,4.8164,1.1389,-0.3199,1.5042,0.5951,3.5624,4.3566,-3.1074,-6.5121,-4.7242
0,0,0,0,0,0,0,32.2025,0,0,0,2.1064,0,0,0,-2.1671,35.03,35.6487,35.4169,0.777,3.4278,0.8723,0.9538,0.5829,-3.8881,-9.2256,-10.296,-12.2755,-9.8987,-27.2954
0,0,0,0,0,0,0,12.1582,0,0,0,-2.609,0,0,0,-1.3425,8.6025,8.499,8.9271,0.4975,0.5359,1.3723,-0.1521,1.1245,-0.7687,-1.6751,-1.1526,-0.3802,0.8746,2.2839
0,0,0,0,0,0,0,11.1025,0,0,0,-1.7223,0,0,0,-0.8806,6.9032,7.9323,8.7227,0.026,1.3119,0.8666,0.5538,1.2516,0.5902,0.2885,0.8503,1.037,1.5568,-9.0874
0,0,0,0,0,0,0,28.2848,0,0,0,-0.2949,0,0,0,-4.0908,23.1716,21.2772,23.2232,-1.0188,-0.8512,-0.0679,-0.1464,0.4622,-0.0507,0.848,-1.2972,-5.514,-6.6327,-22.0573
0,0,0,0,0,0,0,30.3204,0,0,0,1.6243,0,0,0,-1.6901,-256.3586,27.2066,25.935,-0.2519,272.5946,0.5774,-0.9985,-2.1202,-1.8164,-3.2004,-0.3976,-5.4703,-1.2629,-24.5836
0,0,0,0,0,0,0,21.1986,0,0,0,-0.1535,0,0,0,-2.0268,11.721,17.9883,17.8214,-2.7015,0.0248,-4.2507,-5.673,-4.2736,-2.3716,-1.4282,1.6392,1.2166,7.1063,-12.3094
0,0,0,0,0,0,0,16.9049,0,0,0,2.5245,0,0,0,-0.6632,8.9278,15.009,14.0672,-3.1476,0.8654,-4.6501,-7.0721,-6.3577,-7.9919,-9.918,-7.3571,-9.3588,-0.5449,-0.4409
0,0,0,0,0,0,0,13.0798,0,0,0,0.3226,0,0,0,0.7627,17.7165,21.1521,21.8672,5.9487,1.4833,-1.5759,-0.8158,1.8564,24.4792,13.679,10.8819,11.0149,-14.013,-33.2552
0,-1.8164,0,0.3731,0,2.9773,0,0.7197,0,1.2969,0,-0.8388,0,-0.4769,0,-0.2876,0,-3.5817,8.8564,-1.3859,-17.3909,1.626,-0.1408,0.0126,26.0987,0.3434,0.1155,-3.7216,-22.6719,-7.1669
0,12.3084,0,-5.0515,0,-0.7746,0,-3.8921,0,-3.8226,0,0.358,0,0.8394,0,2.9455,1.9687,-1.5505,17.7924,-1.6779,12.949,2.1685,3.4344,1.5218,1.5183,-0.386,0.46,-1.2213,0.8719,-19.4276
0,0,0,0,0,0,0,26.8026,0,0,0,5.986,0,0,0,3.3707,40.3901,35.5775,37.7171,0.3629,2.5124,2.4618,2.765,4.372,0.6356,1.867,0.1397,0.4086,0.5775,-39.9063
0,0,0,0,0,0,0,23.7978,0,0,0,0.0008,0,0,0,-1.2518,0,25.1327,25.4838,1.4578,28.3498,0.6999,-0.3312,4.6052,-1.6328,1.3996,-0.4499,-6.0706,-3.4486,-27.2322
0,0,0,0,0,0,0,16.1916,0,0,0,-0.7548,0,0,0,0.3931,-29.4135,4.5729,4.4014,-1.0592,12.1326,-0.0602,-0.4569,-0.6231,-1.0716,-33.7039,0.166,2.9244,-7.7183,29.1912
0,0,0,0,0,0,0,11.0631,0,0,0,-0.447,0,0,0,-1.1638,-19.4042,9.2862,7.2284,0.6232,12.1652,1.9013,-1.0864,-0.5904,-13.9773,-2.0473,-1.827,-3.7194,-3.4015,-9.1402
0,0,0,0,0,0,0,27.4651,0,0,0,0.75,0,0,0,-6.7774,-18.2475,22.2511,16.3296,-0.0657,47.2107,1.786,7.6611,5.7792,-0.6014,0.2638,1.8198,-0.2135,6.2551,4.4453
0,0,0,0,0,0,0,14.0128,0,0,0,-1.8135,0,0,0,-0.1099,1.5188,4.3204,6.556,-0.3591,1.6182,0.008,0.8186,-0.0665,-2.2059,-5.9156,-0.9443,0.5674,8.391,8.6544
0,0,0,0,0,0,0,15.2513,0,0,0,2.2399,0,0,0,-1.0413,0,16.2115,13.2666,-1.8579,14.5411,-0.7599,3.0486,2.5071,3.4338,3.7066,1.3244,-0.0652,-2.4467,-19.1582
0,0,0,0,0,0,0,15.8922,0,0,0,1.1157,0,0,0,-1.0457,0,14.201,14.0115,-0.8738,12.3185,0.6076,1.0349,1.5467,-0.1732,-2.2302,-1.603,-5.1131,-4.204,-12.5784
0,0,0,0,0,0,0,23.4249,0,0,0,0.3838,0,0,0,0.3326,0,23.2289,22.9309,-0.8877,35.014,-1.6216,1.9366,1.0611,-3.3733,-0.3173,0.1668,-0.5218,0.0686,-21.29
0,0,0,0,0,0,0,40.9417,0,0,0,-2.9627,0,0,0,-4.8497,0,27.4757,25.454,-0.7432,35.1534,3.1672,-1.5227,-3.5091,-26.6777,-9.9204,-11.8347,-9.0587,-0.2193,-20.7225
0,0,0,0,0,0,0,20.9192,0,0,0,1.9938,0,0,0,0.9263,0,24.2115,23.5742,-1.386,25.3877,-5.0859,-3.2996,-6.0352,-7.9771,-1.2333,-3.8587,-1.3789,-2.3933,-17.8923
0,0,0,0,0,0,0,22.5732,0,0,0,20.0701,0,0,0,-17.255,0,9.9783,8.9002,-16.5042,14.7138,2.0974,2.6171,1.6971,1.6016,1.7841,4.0848,0.945,-21.4709,-13.8598
0,0,0,0,0,0,0,9.1672,0,0,0,1.4771,0,0,0,0.01,0,9.0422,8.0374,-3.068,6.1664,0.874,2.778,3.3539,9.1825,11.4557,13.282,13.5688,15.8314,-21.3719
0,0,0,0,0,0,0,14.4296,0,0,0,-1.6015,0,0,0,0.3048,0,11.7373,11.3242,-0.52,9.3541,0.0168,0.1569,-2.6787,-4.13,-4.5462,-5.5401,-2.1602,-2.1678,-7.2079
0,0,0,0,0,0,0,28.3962,0,0,0,-3.6031,0,0,0,-4.6645,7.2934,19.5219,21.5236,0.7884,13.2629,0.8159,-0.2585,-0.6354,-2.0791,-13.492,-16.7074,-8.5086,-2.5486,-6.8458
0,0,0,0,0,0,0,22.2199,0,0,0,8.3356,0,0,0,0.6176,0,28.7604,27.1916,-2.6267,8.5289,-4.5313,-4.3988,-5.9092,9.848,5.0973,3.7593,0.0273,-11.8781,-29.3264
0,0,0,0,0,0,0,23.1429,0,0,0,2.9576,0,0,0,-1.3187,24.3748,26.5761,26.7126,-0.5841,-0.7896,0.0463,-0.791,-0.6369,2.0101,-0.7151,-1.4948,-1.4696,-1.9835,-1.8068
0,0,0,0,0,0,0,9.3016,0,0,0,1.8957,0,0,0,-0.3607,7.8065,7.8546,8.2789,-0.4973,-1.4109,-1.3704,-1.1482,-1.5956,2.0402,1.8609,1.3969,0.3737,-4.109,-8.3451
0,0,0,0,0,0,0,7.8076,0,0,0,-0.8657,0,0,0,-2.1071,-4.9438,3.9867,5.6529,1.8003,7.7368,-0.2177,-1.4406,-2.2426,-1.2669,-2.5987,-2.2356,-2.0166,-7.9796,-1.1703
0,0,0,0,0,0,0,18.3811,0,0,0,-0.4849,0,0,0,-0.9911,0,10.2791,10.5498,-1.9485,9.3005,-1.6969,-0.3593,-0.7488,-1.1051,-1.0902,2.0854,2.827,-0.8182,-7.492
0,0,0,0,0,0,0,28.8636,0,0,0,5.2912,0,0,0,-2.3623,35.795,32.3772,32.8489,0.1677,0.3452,0.074,-1.4452,0.7874,6.9704,-12.8099,-8.1308,-19.7242,-11.6011,11.7979
0,0,0,0,0,0,0,29.3505,0,0,0,-0.8735,0,0,0,-2.4134,0,23.2503,22.3475,-1.1267,14.4158,-3.1615,-5.0192,-8.076,-1.9559,-5.0319,0.1945,3.7449,0.6427,-0.8492
0,0,0,0,0,0,0,10.9839,0,0,0,-0.8717,0,0,0,1.2126,0,-17.7719,-5.6873,-1.121,-86.3925,8.5903,5.7765,-1.2888,31.3582,1.9747,0.1107,-2.9679,10.3583,7.2069
0,0,0,0,0,0,0,20.4274,0,0,0,3.1437,0,0,0,0.547,24.3996,23.7907,23.89,0.7874,-4.6331,-3.1484,-2.9939,0.4643,0.1667,1.2534,3.2763,3.8645,-2.4504,-21.8957
0,0,0,0,0,0,0,19.457,0,0,0,-3.2574,0,0,0,1.4504,21.9916,15.2198,16.6063,1.1048,-5.0959,-0.0594,0.7409,-2.8937,-12.5085,-2.3005,-5.3588,-2.9276,0.4744,-12.8599
0,0,0,0,0,0,0,18.6468,0,0,0,0.4024,0,0,0,0.1666,-44.463,15.946,14.7415,-1.2531,59.2543,-0.8201,-3.892,-6.1888,-10.7767,-10.6619,-5.9514,-4.3939,0.766,-4.464
0,0,0,0,0,0,0,23.0375,0,0,0,-0.1048,0,0,0,-1.5171,0,21.36,21.246,-1.6902,17.4581,0.2951,0.7053,-0.2507,0.1546,-1.1959,-1.0585,-1.3605,-0.1355,-12.2135
0,0,0,0,0,0,0,49.1421,0,0,0,-4.4386,0,0,0,-5.4007,0,0,0,0.8274,-9.9274,43.9432,42.881,-3.0162,56.0235,-2.8224,-1.0563,0.7581,-19.6524,-41.1208
0,0,0,0,0,0,0,20.6328,0,0,0,3.6628,0,0,0,4.3591,35.807,41.8402,37.0553,5.8506,-7.387,-12.9237,-9.4979,-7.1144,0.1259,-3.6703,-4.4019,-7.3449,-15.4359,-25.2462
0,0,0,0,0,0,0,8.4175,0,0,0,-0.2956,0,0,0,0.9109,0,10.7513,10.1648,0.4597,9.7304,0.1635,0.0968,0.3578,0.5256,1.1417,1.6785,2.917,-0.0159,-12.0565
0,1.1665,0,1.9001,0,5.1105,0,-0.0412,0,-0.4121,0,-1.9443,0,-1.917,0,-2.7558,-11.1522,-2.212,7.6885,-2.4659,2.041,-1.0471,-1.0929,-0.4255,0.4529,0.4605,-0.7061,-0.7908,1.4951,-6.3879
0,0,0,0,0,0,0,7.7155,0,0,0,0.2765,0,0,0,-0.0264,0,6.9645,8.0881,0.0893,2.5091,-0.3415,-0.1312,-0.4736,-0.3447,-1.2295,-2.2153,-1.2927,0.0333,-5.3935
0,0,0,0,0,0,0,19.1122,0,0,0,-0.7374,0,0,0,-0.245,5.6771,15.1159,14.3073,-1.0564,9.0998,-1.3054,-1.739,-2.9194,-8.5067,-7.0169,-6.8361,-6.4784,3.3229,1.1732
0,0,0,0,0,0,0,35.8097,0,0,0,-2.3909,0,0,0,5.5057,0,26.9357,24.8849,-12.1644,4.9255,-0.6481,-0.283,-6.5703,-0.359,-3.0635,-4.4662,3.1449,0.2901,-23.2241
0,0,0,0,0,0,0,11.6006,0,0,0,0.6944,0,0,0,-0.1503,11.0424,12.9777,13.3785,-3.6728,1.3393,2.3916,2.5632,7.9437,4.3744,2.5826,0.6456,0.7708,-1.7213,-17.9519
0,0,0,0,0,0,0,17.2685,0,0,0,-0.6076,0,0,0,7.1651,0,29.0825,28.5502,3.0939,25.3596,1.4454,1.1368,2.3146,0.647,1.7903,1.1037,-2.6508,-6.2881,-32.3182
0,0,0,1.3292,0,9.4866,0,-0.3754,0,-9.4866,0,-0.0589,0,0,0,-1.5299,12.8541,7.8139,4.8561,-1.3071,-2.153,0.1226,-0.2098,-2.3899,-1.0147,-0.2528,1.3863,-1.3677,-3.0688,-7.6837
0,0,0,0,0,0,0,21.6728,0,0,0,3.16,0,0,0,2.9627,0,0,0,-3.0363,27.4305,25.4996,22.724,-1.8624,2.6312,0.7834,1.8032,0.0097,-4.3459,-26.283
0,0,0,0,0,0,0,34.5683,0,0,0,-1.0895,0,0,0,-0.0031,0,36.2391,34.9922,0.8434,34.7174,-0.0153,-0.8486,0.1424,8.2706,7.1333,8.7778,7.4617,-1.1353,-43.3571
0,0,0,0,0,0,0,13.8701,0,0,0,-0.4462,0,0,0,0.33,-256.2702,15.856,7.1884,-0.095,260.0411,-1.665,2.3637,-3.7236,-128.1987,-47.5795,-60.1742,-34.9016,133.6469,33.3885
0,0,0,0,0,0,0,23.0043,0,0,0,2.0992,0,0,0,-0.6984,0,20.4694,19.5422,-3.5325,20.7426,-1.4785,-0.8818,-3.6559,-5.9596,-2.278,-0.1661,1.3436,0.2401,-16.7129
0,0,0,0,0,0,0,44.3191,0,0,0,-2.1866,0,0,0,-2.3835,0,37.2232,36.7792,-0.4772,31.1685,-0.7971,1.5749,-2.2763,6.1799,1.1063,-1.2271,-1.3109,-9.9101,-37.5324
0,0,0,0,0,0,0,21.8326,0,0,0,-1.8522,0,0,0,1.589,22.7665,29.7606,26.916,1.3309,-4.0545,-9.3437,-8.6736,-0.4021,-6.662,-5.7316,1.4326,0.262,-5.3151,-14.6853
0,0,0,0,0,0,0,10.3153,0,0,0,2.086,0,0,0,-0.2636,1.3467,0,12.1393,0.1607,9.2824,12.0685,-1.3228,-1.5151,-2.7149,-3.0399,-2.6108,-0.4675,-1.8214,-9.0286
0,0,0,0,0,0,0,29.8659,0,0,0,0.8021,0,0,0,-3.6113,0,0,24.1276,-2.2219,18.0564,26.7222,0.8835,-1.7925,-0.1334,-5.1533,-5.4831,-4.6103,-23.6592,-21.5689
0,0,0,0,0,0,0,18.4719,0,0,0,-0.1236,0,0,0,0.8083,2.4847,0,-0.9908,-6.4405,13.047,15.969,13.622,1.7591,-18.4257,-10.4136,-5.9077,-1.9031,3.8307,-5.5554
0,0,0,0,0,0,0,4.9468,0,0,0,-0.2923,0,0,0,-0.6188,0,0,4.1767,-0.2311,3.2785,3.8435,-0.5379,-0.2026,-0.016,-0.0606,-0.3001,-0.3879,-0.3032,-0.2923
0,0,0,0,0,0,0,52.4513,0,0,0,1.1507,0,0,0,5.8551,36.4216,0,49.9005,-13.8732,-12.8919,35.9982,-15.1531,-13.6766,-5.3845,-5.0666,-5.4164,-0.0134,8.7682,-30.9316
0,0,0,0,0,0,0,19.9918,0,0,0,-0.5293,0,0,0,-0.5232,0,0,18.5705,-0.1296,5.6208,21.5041,-0.1218,0.1874,6.7023,0.814,2.3773,0.806,-16.8134,-22.3181
0,0,0,0,0,0,0,6.1388,0,0,0,15.1882,0,0,0,7.4238,35.8687,0,31.168,-3.9146,-7.3084,25.2395,-6.2741,-5.9264,-8.6792,-4.1095,-6.9814,-4.7496,-8.2293,-21.13
0,0,0,0,0,0,0,12.3031,0,0,0,-1.1798,0,0,0,-0.9453,11.3635,0,11.6078,0.2858,3.2872,14.7602,3.1582,5.6816,8.4109,9.0097,8.6423,6.445,-1.1354,-2.6075
-0.7146,-7.7587,0.1999,3.7624,17.046,20.3701,14.203,6.5062,-6.8392,-11.6666,-13.5851,-7.2436,-0.3846,-13.1424,-8.6389,-7.0019,-24.9516,1.9332,5.8526,5.8274,22.0025,12.6348,10.4549,6.1947,17.7138,17.7373,10.9538,6.8601,-12.3768,-26.7199
0,0,0,0,0,0,0,14.9373,0,0,0,-0.6768,0,0,0,0.5512,0,0,10.326,1.8765,-11.5805,9.5764,-1.9792,-2.3114,7.6086,-1.4203,-1.3609,-2.2191,-1.1059,-8.1561
0,0,0,0,0,0,0,42.9486,0,0,0,-22.6402,0,0,0,0.559,0,0,0,-3.6542,10.6561,17.1936,12.2345,-1.4928,0.1794,1.1865,3.2857,0.9923,0.4368,-1.339
0,0,0,0,0,0,0,13.2823,0,0,0,2.9176,0,0,0,-0.1635,0,0,0,2.6944,19.7856,21.246,20.5436,1.2653,1.7214,2.1712,2.658,1.5684,-3.0784,-23.4172
0,0,0,0,0,0,0,17.2417,0,0,0,1.6748,0,0,0,-1.7038,0,0,0,0.4667,17.5412,16.7076,15.8658,-2.3246,-2.8619,-2.4143,-0.0708,-0.6073,0.9191,-14.2933
0,0,0,0,0,0,0,34.1694,0,0,0,-0.5249,0,0,0,-3.5058,18.0526,22.6068,0,-10.0934,2.4937,-4.8111,17.6961,-0.4094,-6.8398,0.2553,3.0498,-0.6629,3.3934,-18.051
0,0,0,-1.0208,0,0,0,-0.0704,0,13.1528,0,-1.5296,0,-13.1528,0,-0.1915,0,0,0,-1.9831,4.3593,6.0714,5.3579,-1.1345,0.0597,1.3778,3.4834,1.2516,0.1895,-0.4206
0,0,0,0,0,0,0,25.4923,0,0,0,-0.4523,0,0,0,-2.7395,0,0,0,-2.0037,19.1006,19.339,18.5031,-0.2148,-0.2958,-1.2055,4.1706,4.0995,2.5905,-18.1335
0,0,0,0.9675,0,0,0,-0.6755,0,0,0,0.5165,0,0,0,1.047,0,0,0,2.6032,15.8982,17.2766,17.4082,1.7117,0.7895,0.2144,0.1365,0.0756,2.8921,-17.491
0,0,0,0,0,0,0,47.5801,0,0,0,-3.8611,0,0,0,-1.8544,0,0,0,1.8722,18.0942,38.2451,40.3735,-4.1512,10.9858,-0.2441,-6.5526,-8.7932,-2.244,1.7707
0,0,0,0,0,0,0,7.7337,0,0,0,2.0743,0,0,0,-0.1986,0,0,0,0.3625,9.7917,10.9251,10.927,1.072,5.5179,0.7318,0.1371,2.0803,-4.3579,-11.6569
0,0,0,0,0,0,0,11.2768,0,0,0,9.3108,0,0,0,0.4181,0,0,0,-2.4501,14.6419,15.6954,15.0857,1.0102,-1.7156,-1.7769,-1.7546,-3.5319,-5.178,-13.9185
0,0,0,0,0,0,0,22.6227,0,0,0,-8.216,0,0,0,-4.1945,0,0,0,0.7362,9.4457,-2.9969,1.9726,1.3421,9.6912,6.051,2.7717,-1.6342,-0.6311,5.5548
0,0,0,0,0,0,0,25.8808,0,0,0,-1.4549,0,0,0,-1.2238,0,0,0,0.8608,26.0239,25.2609,23.3654,-1.2735,-0.8059,-0.5155,1.7826,2.5271,1.9567,-24.7454
0,0,0,0,0,0,0,8.0189,0,0,0,1.5228,0,0,0,0.7282,0,0,0,-0.6703,0,6.2661,0.1523,-0.1473,-13.9163,0.3462,0.949,-0.535,-0.1479,-6.6123
0,0,0,0,0,0,0,0,0,0,0,16.9559,0,0,0,-6.5201,0,0,0,2.2345,0,9.1717,0,-3.4583,7.0336,-9.1717,0,0.3445,3.423,0
0,0,0,0,0,0,0,21.7731,0,0,0,1.2977,0,0,0,-1.3324,0,0,0,-0.6962,-6.5643,19.4983,16.8848,-2.2621,22.7407,-1.6483,0.1527,-2.1208,4.8386,-17.85
0,0,0,0,0,0,0,30.6784,0,0,0,-0.0403,0,0,0,0.6341,0,0,0,-0.73,26.5165,32.175,28.1899,0.4694,0.4153,-6.4122,-5.992,-1.2286,5.2282,-25.7628
0,0,0,0,0,0,0,7.6874,0,0,0,2.0845,0,0,0,-0.9546,0,0,0,0.6823,12.2482,12.2637,11.2375,2.5536,-3.1725,-0.4713,-0.842,-0.6145,-0.4248,-11.7924
0,0,0,0,0,0,0,28.7201,0,0,0,2.8503,0,0,0,6.6403,0,0,0,4.469,36.8432,42.7411,45.2226,2.5435,0.2445,1.2386,-3.085,2.8707,7.4047,-43.9797
0,0,0,0,0,0,0,20.9591,0,0,0,1.7925,0,0,0,4.2953,0,0,0,9.1216,42.054,35.6773,37.3765,1.9671,-0.0928,0.884,-0.6027,-0.4085,-2.846,-36.5613
0,0,0,0,0,0,0,18.4983,0,0,0,-2.3826,0,0,0,-0.332,0,0,0,-6.7616,-3.4584,4.0658,6.1008,1.5453,0.5117,0.0912,-0.4719,-1.4447,-3.1056,-4.157
0,0,0,0,0,0,0,20.8674,0,0,0,-2.4941,0,0,0,0.5052,0,0,0,1.3535,15.8407,18.8707,22.2234,3.6248,1.0042,1.5893,1.3224,1.3258,1.0364,-20.46
0,0,0,0,0,0,0,23.2414,0,0,0,-0.9438,0,0,0,1.6339,0,0,0,-2.1457,26.9682,22.1914,24.0561,2.8005,-2.5731,-0.1459,0.806,-1.0368,-4.1129,-22.0455
0,0,0,0,0,0,0,20.3023,0,0,0,-1.0146,0,0,0,0.0624,0,0,0,-0.1369,0,0,-3.653,3.0919,4.0668,7.5541,6.3478,-5.4428,-55.8899,-12.2753
0,0,0,0,0,0,0,30.7197,0,0,0,-0.0236,0,0,0,0.0332,0,0,0,-4.1644,0,7.8114,17.2256,-2.0601,7.4142,2.2767,-1.9516,-2.5322,-37.5981,-10.0881
0,0,0,0,0,0,0,14.6542,0,0,0,1.1191,0,0,0,-0.4775,0,14.0303,0,-4.1615,0,-4.9735,8.4987,0.2633,10.0746,0.8828,0.22,-1.7754,0.2394,-9.9396
0,0,0,0,0,0,0,4.5279,0,0,0,2.512,0,0,0,0.8145,0,0,0,-0.2659,0,6.7883,2.8782,0.3096,0.8342,1.3018,3.8892,0.0132,0.3875,-8.0901
0,0,0,0,0,0,0,23.6262,0,0,0,-8.0473,0,0,0,-0.3942,0,0,0,-5.47,11.2438,10.1046,6.8957,-1.7657,-6.1992,1.00E-04,0.9103,-0.3007,1.7104,-10.1047
0,0,0,0,0,0,0,38.8558,0,0,0,1.0548,0,0,0,1.8515,0,0,0,1.3848,37.0184,36.1141,39.2286,-3.7602,0.3193,2.5577,-1.95,-2.208,2.9633,-38.6718
0,0,0,0,0,0,0,30.5181,0,0,0,-3.3634,0,0,0,1.8983,0,0,0,-0.8818,0,31.98,32.9693,3.0577,34.9187,4.8675,2.4715,4.393,0.756,-36.8475
0,0,0,0,0,0,0,30.7882,0,0,0,-5.8635,0,0,0,-2.1477,0,0,0,-1.3582,0,18.6478,18.2091,0.4063,20.1177,-0.4707,-0.6278,-1.5329,-0.7055,-18.1771
0,0,0,2.1321,0,20.8932,0,-4.6584,0,-20.8932,0,0.4521,0,0,0,0.1268,0,0,0,-2.8819,0,8.9639,5.0522,-2.7253,9.2158,9.0629,9.3323,1.4242,9.4111,-5.2494
0,0,0,0,0,0,0,52.4199,0,0,0,-1.4853,0,0,0,-4.5106,0,0,0,-1.0633,52.1238,52.9445,50.8726,2.1847,-5.3695,-5.7595,-9.8846,-6.0976,-10.3661,-47.185
0,0,0,0,0,0,0,10.3538,0,0,0,1.4398,0,0,0,3.0895,0,0,0,5.1531,0,0,23.1401,1.8404,22.3542,19.9623,-3.2483,-4.355,-9.1266,-19.9623
0,0,0,0,0,0,0,13.414,0,0,0,0.3056,0,0,0,-0.897,0,0,0,1.9511,15.2724,14.7905,15.6152,2.6704,3.2633,3.7904,3.1628,1.8788,1.4828,-18.5809
0,0,0,0,0,0,0,13.0052,0,0,0,0.7779,0,0,0,0.4425,0,0,0,-0.57,0,13.8116,13.4472,-0.2244,8.1081,-0.4316,-0.1845,-0.0607,-1.08,-13.38
0,0,0,0,0,0,0,11.3404,0,0,0,4.1086,0,0,0,2.6573,0,0,0,-3.1457,0,17.3569,15.3945,1.649,14.1139,-1.3058,0.0013,-0.9568,-0.0472,-16.0511
0,0,0,0,0,0,0,3.7598,0,0,0,1.5805,0,0,0,-0.2986,0,0,0,-0.1027,0,0,4.8421,-0.01,3.1905,4.1066,-0.3509,-1.6085,-0.6292,-4.1066
0,0,0,0,0,0,0,11.1232,0,0,0,-0.5554,0,0,0,-3.3512,0,0,0,-1.3253,0,7.3509,7.1561,1.1503,9.2976,0.4722,0.9337,2.4611,0.9206,-7.8231
0,0,0,0,0,0,0,18.7235,0,0,0,4.3599,0,0,0,-5.9818,0,0,0,-2.9164,0,0,14.4756,-0.1274,-11.3733,18.3265,0.2893,-0.4872,-9.9565,-18.3265
0,0,0,0,0,0,0,5.9963,0,0,0,0.0596,0,0,0,-0.9727,0,0,0,-0.3419,0,0,3.649,0.6945,0.1501,6.6279,0.9942,0.6328,-4.9659,-1.6784
0,0,0,0,0,0,0,11.8227,0,0,0,0.1203,0,0,0,-0.1204,0,0,0,-2.6833,0,3.2097,2.6919,-0.6374,-1.4461,0.5198,0.9065,-0.5296,-1.9126,-3.7295
0,0,0,0,0,0,0,5.2791,0,0,0,2.7431,0,0,0,-0.0563,0,0,0,1.0953,0,10.1061,10.9084,-0.2739,11.2155,-1.3089,-1.2066,-0.6053,-1.7109,-8.7972
0,0,0,0,0,0,0,21.6654,0,0,0,-0.9572,0,0,0,3.3408,0,0,0,-1.1106,0,0,16.8078,-2.4493,3.9581,13.8545,-3.3575,-5.4868,3.3724,-13.8545
0,0,0,2.6961,0,0,0,-1.8564,0,0,0,-1.7433,0,0,0,-3.9015,0,0,0,-3.5199,0,0,17.3384,2.3616,-38.778,18.956,1.3153,-0.8101,50.3127,-18.956
0,0,0,0,0,0,0,13.1872,0,0,0,0.5996,0,0,0,0.4225,0,0,0,-0.0351,0,15.6617,15.5438,0.5845,17.1159,-0.4297,0.1918,1.7523,0.1425,-15.232
0,0,0,0,0,0,0,16.3006,0,0,0,-0.1052,0,0,0,1.39,0,0,0,-1.396,0,17.2287,18.7191,2.3282,21.5285,4.0217,3.8932,2.8613,1.2299,-21.2504
0,0,0,0,0,0,0,23.1163,0,0,0,-2.1913,0,0,0,-3.0761,0,0,0,-2.0819,0,0,13.2035,-1.5285,10.7352,12.0891,-0.4989,0.0454,6.3226,4.8525
0,0,0,0,0,0,0,-9.1831,0,0,0,35.1659,0,0,0,5.3397,0,0,0,-11.089,0,0,16.538,2.3721,-7.6796,18.0241,4.7605,-0.6536,7.1632,-18.0241
0,0,0,0,0,0,0,10.5322,0,0,0,1.5506,0,0,0,4.7734,0,0,0,0.215,0,0,5.3893,2.596,-83.6478,12.983,4.337,-5.2036,-15.2912,-12.983
0,0,0,0,0,0,0,16.4932,0,0,0,0.3361,0,0,0,2.5235,0,0,0,-14.8338,0,4.0256,-9.3793,7.9714,21.3477,8.0023,22.2636,-1.582,-20.6696,-12.0279
0,0,0,0,0,0,0,48.8855,0,0,0,-15.2355,0,0,0,1.6768,0,0,0,-0.4803,0,0,30.1835,-4.1768,23.5285,29.417,0.8284,-3.4222,1.7886,-29.417
0,0,0,0,0,0,0,0,0,0,0,19.0738,0,0,0,14.6011,0,0,0,-2.2513,0,29.3831,0,-2.2322,21.0395,-29.3831,0,-4.8636,1.2582,0
0,0,0,0,0,0,0,16.2084,0,0,0,-0.1301,0,0,0,2.9278,0,0,0,1.9384,0,0,16.7739,-2.5144,13.7694,14.9602,-2.2689,-4.9624,-2.3191,-14.9602
0,0,0,0,0,0,0,17.5464,0,0,0,-3.9982,0,0,0,-2.3371,0,0,0,-2.3661,0,0,-0.0088,0.5154,-44.2704,4.3872,3.6403,-2.7698,-0.7395,-4.3872
0,0,0,0,0,0,0,17.8911,0,0,0,6.8131,0,0,0,-3.8393,-29.782,0,0,-1.3938,29.782,0,8.0206,1.2722,-19.9798,12.7755,5.8133,0.2367,1.934,-11.2029
0,0,0,0,0,0,0,29.9458,0,0,0,3.6904,0,0,0,3.4328,0,0,0,0.863,0,0,40.3748,-0.3843,37.4652,40.8607,-1.2998,-2.0073,-4.6474,-40.8607
0,0,0,0,0,0,0,32.5828,0,0,0,2.6103,0,0,0,3.2053,0,0,0,1.7787,0,0,46.9604,-1.4073,39.8907,36.6201,-10.1971,-1.4953,-29.5541,-36.6201
