,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
000001.SZ,0.511719765,1.520020268,0.228893027,3.027203215,1.047003646,3.62101957,2.726615716,2.586767295,2.785900003,3.98683485,3.787014248,3.941752133,-1.239365321,-1.941034634,1.380584617,0.312302312,1.618348333,1.450036192,0.450947452,1.71464082,0.350683687,1.61893373,2.049787477,1.868569408,1.211715682,0.056973039,0.82689438,1.819581544,-0.136295214,0.795883221
000002.SZ,-0.214749757,0.597172565,0.948843582,2.265206239,0.484615801,1.036382449,1.033895305,2.575075928,0.377029621,0.911626605,1.21110783,2.822721445,0.309799398,0.811376896,1.116823529,2.843586196,0.119371755,0.994002484,1.393574982,2.790208784,-0.080136228,0.636816183,0.895844242,2.379065383,0.111167643,0.968942367,1.295333961,2.849982112,-0.028062797,-0.243590047
000004.SZ,-0.149839958,0.662342764,1.036907181,2.066937033,0.203635789,-0.082413949,-0.037647878,0.334775786,-0.134883482,-0.227809212,-0.179520191,0.080470142,0.064679756,-0.035613353,0.090009255,-0.217914484,-0.664987655,-0.900198205,-1.087579706,0.55551709,-0.358320462,0.156632113,0.388317887,0.088283428,-0.455888014,0.464284216,2.615747559,5.165833843,-0.195273308,-0.135517712
000005.SZ,-0.286585686,-0.435462256,-0.629742613,-0.151931775,-0.223764576,0.45238058,0.163791218,0.055696337,-0.363544732,-0.682241623,-0.361571821,0.274770559,-0.298190295,-0.564095605,-0.697146453,-1.085658234,-0.213605738,-0.592761954,-0.744123078,0.832113062,-0.265626499,-0.540865791,-0.667761639,-1.338330937,-0.174544203,1.348932508,1.47167478,1.17461519,-0.245314221,-0.129086789
000006.SZ,0.551316342,0.959635787,1.179834073,3.094180448,0.929758006,1.170116422,2.129559604,2.291418909,0.285189412,2.013527522,1.89593882,2.889896207,0.037426358,0.853000264,0.954889426,2.562717951,-0.132502085,-0.04465101,0.480472084,1.051332344,3.498872091,3.049931755,2.247690954,1.866196032,-0.943231197,-0.114321154,0.071503708,2.344436132,0.457771127,-0.543562764
000007.SZ,0.06709117,-0.036699936,-0.112384903,-0.091960168,-0.091074175,-1.240117618,-0.07561953,0.382855676,-0.081461786,0.340435024,0.609369317,0.232028036,-0.502193793,0.039580912,1.621235567,0.943941497,-0.458570347,-0.282840088,-0.493744567,-1.335940675,-0.241538695,-0.369950531,-0.518586595,0.546081404,0.320272652,0.322574148,0.635158687,2.66355452,-0.055908195,-0.038352256
000008.SZ,0.024187632,0.11589651,0.023687123,0.315376297,0.094397238,0.037689882,0.037319077,-0.016257548,0.172583263,-0.02755876,-0.02174578,0.895782687,0.070957149,0.236146234,0.420806475,0.415985018,0.076126983,0.1413114,0.143280789,0.105685677,0.382699626,0.327241867,0.418467949,0.920565966,-0.047323154,0.101263456,0.313506216,1.1431676,-0.065265428,-0.024513226
000009.SZ,0.576094665,1.019851727,1.371750589,1.80462336,0.417859069,1.038245658,1.094878328,1.177626981,0.075488084,0.190070279,0.245464772,0.64726371,0.103401066,0.024565773,1.170839026,1.096400231,0.330015974,0.891446906,0.982111317,1.094388,0.160420797,0.354387938,2.312142294,2.460896976,0.01979268,0.10179779,0.371688322,0.457226731,-0.011049577,-0.032352107
000010.SZ,-0.748370066,-1.428622771,-0.135717946,-0.529136973,-1.058128938,-1.312814487,-0.043208871,1.205793958,-0.492661179,-0.561373024,-1.561103795,-0.0169133,-1.349036483,0.29320555,0.390628681,-0.033606908,-0.073182666,-0.211677689,-0.420789781,-1.846159956,-0.058590482,0.071338295,0.037880897,0.50878928,-0.297122143,0.075753037,0.040022345,0.113272249,-0.214239845,-0.026790465
000011.SZ,-0.110659791,2.092680167,2.188509925,2.857424997,4.450939729,3.816852714,3.817250715,3.169272704,-0.550683816,0.998042985,1.861245255,3.645711018,2.492144545,2.901901094,2.704737596,2.088664407,-0.235139408,0.643935228,2.163374564,2.76930563,-0.101696764,0.089940961,0.089104683,0.881462265,0.199955804,0.048503738,-0.022398529,2.24959459,1.704618418,-0.179820945
000012.SZ,0.918419658,1.502252242,2.362674277,3.206226455,0.871966179,1.637437674,2.129034512,2.17107987,0.061568029,0.349388818,0.602791624,0.305362293,0.137497654,0.61940999,1.13743843,2.676458139,0.129556644,0.947027544,1.154099797,1.208151747,0.022143064,0.237578251,0.517334082,0.841464875,0.329958133,0.747255868,1.138487797,1.240959724,0.179006393,-0.107563392
000014.SZ,2.295143558,1.700145516,1.142375868,1.752512665,-0.845312208,-0.188581048,0.206376124,1.089596184,-0.084811172,-0.370995406,-0.552391009,0.553871275,-0.038146937,-0.193286458,-0.137676125,0.53044877,0.687578844,0.422684047,0.069544341,1.054475735,-0.141103331,0.246009281,-0.064514271,1.053617481,-0.082691015,-0.290602358,-0.4093152,0.537167858,-0.092073463,-0.038794464
000016.SZ,0.02446583,0.088152871,0.108316681,0.148979425,-0.440817513,-0.851082682,-0.718501305,-0.108145281,0.042489503,0.111926686,0.187533971,0.036913519,-0.030025234,0.195977759,0.190104774,0.172398864,0.054934321,-0.048139894,-0.000594064,-0.13313389,-0.100423711,-1.191259514,-3.299865598,-4.791332138,-0.069012425,-0.00291163,-0.134260343,0.397710865,-0.038359687,-0.027510975
000017.SZ,-0.139689114,-0.143414263,-0.136202174,-0.081371768,-0.120515421,-0.08611409,-0.094795327,-0.142815957,-0.135438205,-0.096731037,-0.103947561,-0.186028254,-0.164700506,-0.138038565,-0.114054811,1.856269166,3.395543452,3.073455246,5.572527915,6.178424729,-0.990222589,-0.953874179,-0.677852456,-0.720392494,0.088276353,0.145868632,2.18272258,2.314839611,-0.310643935,-0.098413184
000018.SZ,-0.529913009,0.421183427,0.466458983,0.203081454,-0.485621922,-0.990420529,-1.355945924,-1.844332273,-0.021603926,-0.487292784,-0.699296632,-0.113161244,-0.415751581,-0.531068034,-0.054127017,0.785742748,-0.156137875,0.013665237,0.057523663,0.307983204,-0.087824029,-0.146015916,4.704724343,4.751474011,0.847808443,1.885212829,2.448879828,2.492482782,0.623168232,1.988810665
000019.SZ,-0.695146715,-0.952285043,-1.086467136,0.144470016,-0.438711656,0.174732733,0.789223415,0.037258018,-0.072645987,1.3648538,1.221763464,1.017629045,-0.030795789,-0.245604959,0.661377665,0.501222246,-0.157634632,-0.406010824,-0.659117419,0.13321256,-0.143787365,0.013593994,-0.108779996,-0.478350822,-0.119827307,-0.243227951,-0.441324886,1.440791729,-0.131134138,0.003076802
000020.SZ,0.694650115,0.89917208,0.794138837,0.384221664,-0.031944339,0.288132138,0.304127489,0.346071603,0.123713529,0.264930079,0.184622767,-0.000351111,-0.088134937,-0.048466573,-0.063234475,-0.44674931,0.025188715,-0.030582172,-0.15161383,0.388552776,-0.004553248,0.589595881,0.92178409,-0.326076061,-0.088181261,0.159716708,-0.003563173,0.007156274,-0.112510501,-0.034370417
000021.SZ,0.39284201,0.620311626,0.853418616,1.265570556,0.011545578,0.214213009,0.48575996,0.606537249,0.080622628,0.142301959,0.121479741,0.143014709,0.04283321,0.255528031,0.499924076,0.646137344,-0.464399589,-0.127965237,0.275457546,0.317052916,0.088462856,0.292149242,0.270968263,0.361374792,0.406300372,0.450034525,0.674006929,0.375058776,0.205878498,-0.057240541
000022.SZ,0.779243404,1.474077086,2.228913337,2.59847052,0.528580128,0.987819385,1.503380308,1.878732463,0.433048261,0.872359461,1.387145613,1.620385553,0.5242267,1.110662123,1.618190747,1.704279286,0.385619482,0.781129852,1.186875584,1.261820316,0.318467494,0.779769251,1.338121427,1.577423738,0.374205845,0.776873132,1.221170804,1.452687438,0.419185813,-0.108948226
000023.SZ,-0.716585862,-0.236943499,0.311753247,0.42714107,0.111400592,-0.099628216,-0.15110595,0.197885407,-0.599313749,-0.477129375,-0.562365566,0.029728717,-0.490556741,0.35580354,0.520152625,0.541008715,-0.227633762,-0.040583403,0.486006175,0.485855927,-0.16002164,0.335844268,0.918864295,0.844583834,-0.080454195,0.175395756,0.134388078,0.199198045,0.31257792,0.848289037
000025.SZ,-0.318922714,-0.107699615,-0.063409193,0.118470514,-0.055696426,-0.067219637,-0.245467023,-0.015332775,-0.293305375,-0.742074757,-0.625049436,0.354901595,0.324194464,0.252012379,1.425285203,0.330543371,0.156500973,0.2473887,0.13842888,0.571083813,-0.069475778,0.018624113,0.350262066,0.661236202,0.013374904,0.163112721,0.283450527,0.242580581,-0.05090535,-0.03799918
000026.SZ,0.368264573,0.68499608,1.197079397,1.556114243,0.359696354,0.829564208,1.306069601,1.444467631,0.314125201,0.603018602,0.877537976,0.975255682,0.353161398,0.678480626,0.98032816,1.059778042,0.396391121,0.735023332,1.072341185,1.087851782,0.361234185,0.535315485,0.776183975,0.880460228,0.082713142,0.268526562,0.580753423,0.521188918,0.227077038,0.032476659
000027.SZ,0.599937078,0.899192471,1.38259298,1.309416287,0.244239316,0.584999058,0.843061526,0.930440972,0.114572478,0.481255936,0.733340287,0.725763419,0.157208525,0.523481228,1.000991143,1.078379923,0.478509672,0.898680589,1.376349833,1.544791884,0.24286133,0.704747721,1.058511833,1.077295553,-0.005566004,0.411954705,0.695525879,0.620200469,-0.048060941,-0.069840248
000028.SZ,1.146319366,1.86758285,2.773921111,3.525193243,1.000206016,1.908975563,2.679879941,3.514277895,1.411357748,2.413042767,3.41368796,4.041354369,1.580957536,2.100161198,2.958345461,3.478393944,0.856664808,1.321004436,1.702543102,1.960656791,0.923534044,1.449275988,1.906334015,2.438133427,0.643619576,1.701191539,2.056294516,2.417604965,0.688465591,-0.222593555
000029.SZ,0.038548978,0.673906792,0.754602331,0.751898813,0.229190392,0.520408358,0.713251753,0.750279446,0.102725244,0.221336063,0.394121113,0.752991868,-0.021552225,0.088914286,0.065630484,1.65552386,0.122738937,0.155798732,0.375017011,1.826537513,0.085822751,1.112771155,1.442193189,1.672600842,0.158609657,0.644564265,1.17120561,1.510111791,0.112762458,-0.134211999
000030.SZ,-0.0865409,-0.129051412,-0.193076649,-5.80703557,0.015920979,11.11589105,5.939388974,-7.194974295,-6.775147753,-18.52132839,-1.937588768,0.030622468,0.855570252,0.676847261,1.613733036,2.10012751,0.576474342,1.10194505,1.594173631,1.954811127,0.467836709,0.802461637,0.987430282,1.365343102,0.421675876,0.975523174,1.371443013,1.726795452,0.553970461,-0.100936495
000031.SZ,-0.011882786,-0.053114733,0.124520549,1.003202967,-0.033316414,0.201855322,0.367232488,1.153065544,0.335736194,0.316556963,0.300131593,1.431190021,0.199388185,0.326848041,0.104933671,1.010554266,-0.194955343,0.048785865,0.240093658,1.334247594,0.080359805,0.443824976,1.261392404,1.511692125,0.584952962,0.296794285,0.057566403,1.755886596,0.122327502,-0.11895872
000032.SZ,0.189276828,0.135540135,0.378389956,0.375267251,0.036788059,0.173532833,0.240802087,0.334109663,-0.32724193,-0.335646769,-0.35706598,2.850886015,0.239269619,0.30742335,0.278392159,-0.131465849,-0.168490087,-0.22343197,-0.237906529,0.28322028,-0.049816185,-0.160369442,0.040574419,0.518742526,0.182942676,0.364653946,0.50922412,0.466249731,0.088436254,-0.048617016
000034.SZ,-0.079827934,-0.110269972,144.3734096,17.76512813,1.10560404,1.858845933,-3.552495474,2.233974062,-0.383780096,-0.54158171,-0.580391861,0.34192869,-0.285121395,0.686082208,0.838377687,2.174003225,0.011274245,5.013606516,5.426613807,5.572183269,1.740553509,1.226923576,1.551844626,1.309273346,-0.385415755,2.03259453,2.359523473,2.804724514,0.424154142,-0.280038531
000035.SZ,-0.060328819,-0.162352966,-0.173817176,0.180750679,-0.080274281,-0.150642351,-0.176437606,-0.207036692,-0.401944425,-0.188334279,-0.147479194,-0.459153897,3.329306205,7.327559081,9.11781473,-2.444253918,-4.945454853,-6.174433817,-5.8222808,-6.119253881,0.457100505,0.4429374,0.825575954,1.570302183,0.157247712,0.348811247,0.75552929,1.198563819,0.000888585,-0.055196312
000036.SZ,0.155744871,-0.03934679,-0.463339514,1.605813907,0.041549135,0.180559975,0.348500971,0.135722614,0.220523861,0.23340863,0.237191973,0.335960094,-0.087229306,-0.039110489,0.407164216,0.485061162,-0.137579138,-0.110916908,-0.250001404,0.074016197,-0.036929112,-0.144224505,0.000107889,0.540919419,0.827270083,2.755136807,3.056106204,6.682720996,2.939335745,-0.312218525
000037.SZ,-0.839560281,-2.394202612,-1.389758186,-1.04543777,-0.610931475,-0.654679197,-1.205900451,0.020019414,-0.605491264,-0.930233186,-1.777589227,-1.836458155,-0.720272094,-0.930023378,-1.753257755,0.45762672,-0.585829021,-0.758561122,-0.800436623,-3.196299931,-1.214053001,-1.186468559,-0.849231809,-8.71552372,-1.112064597,-1.339247816,-1.531890539,13.77693848,-0.370078536,-0.031802043
000038.SZ,1.612391953,3.345939958,2.624515269,3.253131961,-1.704913703,-2.668427675,-0.318412592,-1.516746089,-0.161276451,-0.067833593,0.201666082,1.785969542,0.944731792,-0.19875306,0.095178787,0.525025211,3.198942701,-0.68793922,-0.933204949,-3.974552494,3.679383004,4.918459464,5.704272213,3.528080341,-3.105339473,-1.446155194,-1.819952255,-2.944617927,0.364732643,-0.125295874
000039.SZ,0.24486314,0.62466663,2.102778224,2.741137971,1.162023706,2.40825855,2.716114202,2.799203199,0.612462051,0.697401482,1.233982487,1.215239354,-0.091988404,0.296030317,0.369869729,1.447544277,0.008722228,0.6933095,1.115754417,1.613270651,0.401080746,0.987511107,0.987861631,0.746958416,0.164213211,-0.419270109,-0.324970313,0.258166648,0.207744712,-0.017386267
000040.SZ,0.270119251,0.646987186,0.769216359,1.340536053,1.538528202,1.457874069,1.649136977,1.731957401,0.733185149,1.643899731,1.577335701,2.220764994,0.172273545,0.59201341,0.794000815,0.950046736,-0.013512635,0.023736808,0.051165053,0.479493803,-0.003275126,0.176539729,0.289255321,0.615529815,0.383420811,0.925123867,0.427601968,0.221374788,-0.01533256,-0.103964099
000042.SZ,0.171922523,0.195024155,1.221741347,2.137648454,1.510284737,1.273424946,1.23116818,1.814111171,1.463713715,1.417421573,2.262653906,2.147785136,1.361198258,1.370592107,1.22805647,1.902035923,1.621448054,1.258995031,1.173128357,0.969453917,2.38840281,1.813337318,1.688039258,1.587264209,-0.215366934,-0.143594738,0.221209298,0.776191209,0.083341612,0.034267467
000043.SZ,-0.269396595,-0.323244583,0.324153934,1.954806506,0.201196208,0.533087404,0.435147577,3.097044721,-0.306790481,-0.090601487,1.05351869,1.900397534,-0.216424604,-0.397720108,-0.202358572,1.892914726,-0.23228793,-0.428953916,-0.602234686,1.724475901,-0.285074538,-0.424945794,-0.668694703,1.640224661,-0.765975938,0.117536928,-0.023475951,0.54005676,-0.341623132,-0.017912062
000045.SZ,0.291720589,0.564638963,0.647775342,0.618961553,0.152619999,0.290656328,0.395638816,0.363287244,0.043689571,-0.320092032,-0.835496095,-0.995651956,-0.108129184,-0.028646673,0.11032507,0.39444323,-0.083383889,-0.175677401,-0.309096142,-0.722417022,0.018333533,-0.004186188,0.013886199,0.060758378,-0.125460656,-0.258772316,-0.411126888,-0.530409683,0.024164073,0.009026483
000046.SZ,0.257478712,-0.02939332,0.130836871,0.089228399,-0.257963332,-0.090175669,0.281302397,0.352795326,-0.023670412,0.046195946,0.290017608,1.242036314,0.181462722,0.318965048,0.577895636,1.711555967,0.093224774,0.190477445,0.392071479,1.841415224,0.322325717,1.004016687,1.63312399,2.655512945,0.001216873,0.524402653,1.258001061,2.05570862,0.197892849,-0.036508129
000048.SZ,-0.077309276,-0.151484898,-0.154574843,-0.165330776,-0.08106378,-0.094285793,-0.098331351,53.41014311,0.040124682,1.01525849,1.146793518,-0.997115659,-0.062233094,0.972627857,1.033719825,-0.473188096,0.163098637,0.050511917,0.378154814,3.225452812,0.07240513,3.210125441,3.746386524,4.076741192,-0.030567152,-0.2052965,0.06231949,-0.355151209,-0.523024037,0.049615766
000049.SZ,1.248297855,2.585521238,3.947612631,5.575373368,1.397566492,2.298401519,3.244141832,5.739467322,1.85417647,2.176022611,3.229384592,5.196276088,1.96152176,2.499445525,3.594937272,5.822512923,1.118087533,2.165581549,3.263524447,4.744007395,0.994448668,1.871754474,2.820124083,3.640089937,0.277654834,0.861011437,1.622233521,2.991012508,0.978611769,0.190531849
000050.SZ,-0.005345797,0.554721008,0.675702362,0.785555613,0.002834825,0.280017399,0.419412836,0.900009605,-0.100307199,0.043773945,0.527890203,0.370818779,-0.123585188,0.180467691,1.100333265,1.284902869,0.146687599,0.599148087,0.984474264,1.679427548,0.244669967,0.401470325,0.501493237,0.913375406,-0.154821694,0.102915821,0.230546171,0.303129181,0.209071291,0.040310471
000055.SZ,0.154210923,0.560654098,0.658902514,0.755316314,0.132972792,0.489749693,0.561742836,0.656276791,0.036297217,0.053125258,0.116640723,0.140594437,0.063065385,0.418582559,0.627484843,0.907715725,0.057096414,0.338296737,0.528654342,0.864919731,0.079371814,0.48131956,0.661427633,0.984065585,0.191409622,0.462660028,0.99022081,5.1249867,0.326356048,1.440104697
000056.SZ,-0.543152354,-1.435003579,0.205996302,-16.69079656,-2.741233613,-4.830245606,-14.27598151,0.315724708,0.474951172,0.232088124,0.41260287,-0.055253852,-0.364506449,-0.249391124,32.95000478,20.46898367,-0.272239387,-0.8266132,-6.118265426,-9.213210095,0.046736216,0.205876462,0.361520688,0.657349679,0.064193767,0.123283107,0.169645902,0.297074414,0.095975849,-0.030670151
000058.SZ,0.17580472,0.436117771,0.371561735,0.855700591,0.086469783,0.251677001,0.25769448,0.686096892,0.165632145,0.305494781,0.437210731,0.384316529,0.17407487,0.381129137,0.543848927,0.477108655,0.234587664,0.321459592,0.372425925,0.345969387,0.143119703,0.254607416,0.633750712,0.596662058,0.083057635,0.128940199,0.233925127,0.79607999,0.125320588,-0.039968875
000059.SZ,0.656858325,0.727226342,0.084476559,0.77978358,1.081919643,1.057757404,1.072227705,1.570536528,0.17364282,-0.599710927,-2.191465063,-0.320281849,-0.753543514,-0.8512163,-0.516209237,-0.216747876,-1.190899097,-1.94411781,-2.394378982,-3.695510082,-0.232930612,0.493964826,0.088887034,0.563355138,0.714726721,1.230548831,1.671933273,2.412496917,0.503404846,-0.203043544
000060.SZ,0.650824047,0.989274853,1.200679383,2.115215043,0.141079735,0.835230903,1.694638562,2.294235258,0.116454003,0.41145713,0.580246406,0.842935095,0.131015143,0.178191992,0.270646941,0.795216123,0.143300617,0.293152591,0.861623888,0.889319869,0.023370844,0.207336287,0.035702531,0.195139377,-0.234260408,-0.061522617,0.188088208,0.457883707,0.319684769,-0.029465124
000061.SZ,0.151753938,1.468476513,1.469255476,1.173849572,-0.175010281,0.364229601,0.695764552,0.659996529,0.211734288,0.415347205,0.398811068,0.030971567,-0.065870642,-0.011790624,0.060616362,0.146838429,-0.08686183,0.024110326,0.116326652,0.09903549,-0.13731008,0.04592881,0.019220283,-0.089881182,-0.097015221,-0.055795644,0.482472835,0.050709453,-0.126971189,-0.034992298
000062.SZ,0.059200226,0.256750577,1.011700037,1.253327139,0.258187114,0.365704444,0.280025568,0.238127132,-0.010350345,0.062345213,0.660032221,2.194296131,-0.074069711,0.743005806,1.004408864,3.066629433,1.017130949,2.252753122,2.803757394,2.734275805,0.154223885,0.758240868,1.055867675,1.75461673,0.214138075,0.373048818,0.872424504,1.327403552,0.239050388,-0.042792984
000063.SZ,-0.098242988,0.465134527,0.869561374,1.996347537,0.338464077,0.277963192,0.446141599,1.02639318,0.040868581,0.192413381,-1.045565257,-1.929884361,0.272322208,0.115606918,0.460883931,0.839846046,0.499897542,0.861427089,1.239808483,1.419764326,0.453751516,0.844560142,1.342747472,1.599455043,0.808829613,0.800119762,1.233939342,-1.418781305,0.583021703,1.308356157
000065.SZ,-0.773887016,-0.14539566,0.397413579,1.135909855,-0.479605459,1.513612067,1.03993676,1.948985131,0.189341572,-0.118995426,-0.189557375,2.163972332,-0.153014463,0.957271012,1.568505168,2.919643688,-0.038328267,0.287585246,2.136763425,2.40030801,0.221759619,0.608381358,0.820057382,1.850590233,0.36322705,0.905894801,1.040198828,2.089698992,0.38537855,-0.126896077
000066.SZ,0.798243228,0.565190221,-0.148217738,0.800639047,0.260315948,0.517300479,0.569526348,0.278587889,-0.354065128,-0.021408644,-0.131489758,-1.120528422,-0.098642467,-0.559275762,-0.605358599,-0.106342509,-0.448178022,-0.245225019,0.019199349,0.27079887,-0.72766479,-0.708367737,-0.82974447,-0.361379492,0.291920699,-0.066210083,0.114045405,0.060696146,0.164566037,-0.049936275
000068.SZ,-1.395603496,-1.57536549,-3.743061253,2.976589564,-0.757810756,-1.341157266,-2.067281393,-2.357641309,0.761846983,-0.062672219,-0.591900762,0.095359621,-0.677845891,-1.135131357,-1.71565619,-2.394713698,-0.929864114,-2.097884173,-3.325830305,-9.956702192,-0.041010184,-0.662902198,-0.271592051,0.467618368,-0.225814718,-0.46772364,-0.691421127,0.086320508,-0.416268449,0.03618227
000069.SZ,0.293987924,1.306680223,1.810310855,3.235653814,0.140275968,1.091186491,1.420694523,2.715027006,0.400402691,0.835625144,1.316707032,2.681989814,0.344724839,1.175619565,1.825009222,2.510042594,0.302603016,0.848936161,1.252299191,2.201351385,0.158324821,0.601403411,1.111921504,1.929152731,0.180376829,0.476610782,0.899175053,2.215380845,0.126221908,-0.050298242
000070.SZ,0.170760515,0.422600913,0.537303487,1.063022034,0.050075282,0.047285097,0.303805651,0.441254416,0.11350969,0.370602259,0.62603361,0.64786609,0.411531079,0.589054437,0.734815741,0.693341546,0.089118123,0.304232519,0.514905083,0.626910076,0.11212249,0.413717239,0.580243412,0.962310553,0.21534638,0.578284769,0.992636712,1.525058528,0.267766851,0.06165542
000078.SZ,0.395215027,0.55048853,0.746207675,0.803201499,0.373417556,0.632817978,0.727082208,0.720749455,0.297325737,0.780672445,0.948638217,0.793938899,0.29595018,0.437152209,0.478655527,0.946775001,0.135804009,0.420289163,0.404290852,0.075268431,0.170472231,0.415204087,2.811065522,3.615746109,0.278680929,0.543599977,0.595877943,1.203199801,0.09085422,-0.075889453
000088.SZ,0.719918362,0.864234079,1.136432278,1.591956017,0.737073331,0.906430759,1.197556321,1.23801942,0.263487039,0.455998962,0.707307168,1.185185301,0.293357238,0.547789116,0.878498877,1.101462387,0.328409677,0.622413131,0.887897458,1.423597665,0.304820475,0.329325846,0.949169407,1.080082941,0.268615242,0.423986847,0.559514587,0.691281022,0.197340812,-0.042498434
000089.SZ,0.635949454,0.962834352,1.263100818,1.642315996,0.348019795,0.713446498,1.111894972,1.234039557,0.355233439,0.500662915,0.793931769,0.970336945,0.285487245,0.568507796,0.805589615,0.759817097,0.051277161,0.156835904,0.235243455,0.311274406,0.09246437,0.276056166,0.442011958,0.644673498,0.125910118,0.258573609,0.439935141,0.603488882,0.115103501,-0.052707194
000090.SZ,-0.047638293,0.126596659,0.695075559,0.395744401,0.55609442,0.415833677,0.570933391,0.639492158,0.385825212,0.647810022,0.935084327,0.996266579,0.36559845,0.25749844,0.416105628,1.385133678,-0.167864821,0.050294968,0.374395443,1.498103406,0.200267189,0.842428078,0.917238461,1.069118173,0.072333409,0.353155652,0.426490441,0.99327807,0.569728802,-0.076892564
000096.SZ,-0.188284059,0.263305704,0.415155166,0.677666671,-0.007006444,0.386295195,0.241074668,0.634376022,-0.089328512,0.178208714,0.088626289,0.103545696,-0.034984413,0.216191075,0.207423533,0.5224617,0.1994606,0.525792161,0.512244913,0.410754364,1.21759554,1.315251685,1.532257743,1.196781296,0.057060586,0.695428524,0.843123398,2.230311489,0.576158577,0.046248912
000099.SZ,0.40065101,0.489045442,0.797961257,1.008956022,0.26280698,0.482246135,0.785595205,0.987019645,0.299596789,0.510382053,0.850019782,0.999965554,0.248931495,0.529946391,0.847562015,1.143834688,0.140389883,0.399934389,0.876022616,0.989200449,0.159282796,0.343931502,0.631784195,0.731163315,0.033592582,0.1141398,0.244946431,0.259619464,-0.019941902,-0.021811091
000100.SZ,0.070871414,0.303915367,0.26341399,0.624150308,0.293034238,0.599007415,0.96946911,1.043560378,-0.159430099,0.167520069,0.392675093,0.687378085,0.31839559,0.646872695,1.321080666,1.980505504,0.70269816,1.105770413,1.702689902,2.209674339,0.37662834,0.765436006,0.978707499,1.171636265,-0.005860453,0.151113345,0.660096947,0.770230888,0.154476953,0.707873642
000150.SZ,-0.031523913,-0.059471501,-0.114876198,0.117929457,0.121105504,0.118357468,0.115323903,0.015700265,-0.051800195,0.017810173,-0.011471146,-0.108272933,-0.189894166,0.059999878,-0.036616216,1.508060634,0.026475494,0.141777646,0.153029762,0.477756101,0.025884394,-0.060205253,-0.032595694,0.445974619,6.65563115,5.374915927,5.42184362,4.776241892,-0.080957504,-0.296932203
000151.SZ,0.119219133,0.10107717,0.108052155,0.025477958,0.291613952,0.182236793,0.066314228,-0.261847583,0.10999231,0.146278205,0.483096441,0.632350311,0.309627348,0.468889427,0.992360391,1.313449971,0.63723233,1.517515762,1.718309896,1.449525841,0.241728589,0.76231536,0.849276511,1.392500331,0.243194176,0.59653559,0.841187501,1.217912876,0.313362864,0.00888999
000153.SZ,0.043148722,0.321476732,0.615654394,0.69559608,0.001017655,0.128339665,0.165283653,0.013041149,-0.035603638,0.141071976,0.223426296,0.201347471,-0.032472675,0.105105814,0.259544737,0.240244202,0.016397166,0.194197159,0.384621092,0.388151667,-0.014557411,0.141329976,0.296241812,0.24890044,-0.015067436,0.197518716,0.387772861,0.391251856,-0.000349153,-0.041380216
000155.SZ,-0.231012899,-0.287529216,-0.208488149,-1.930372051,-0.068832557,-0.651052507,-0.846000277,-2.022959986,-1.648175265,-1.66007739,-1.393532331,0.029391599,-0.93207751,-1.86342746,-2.891327472,-8.343861392,-2.63148839,-5.116453864,-8.855708231,-0.839884198,0.002576114,-0.287829995,0.189561667,-0.426165994,-0.190140313,0.100744515,0.053384595,-9.290262106,7.285444101,0.000153563
000156.SZ,-0.016693265,0.002644138,0.013495294,0.324283096,-0.081485303,0.188355191,0.202710742,0.015165054,-0.055670641,0.09035324,2.133169218,2.800753523,1.06020645,1.886484645,2.542118593,2.961204232,0.438659971,1.008288294,1.459465183,2.319688955,0.702381303,0.616438852,0.792753474,0.956563497,0.18072597,0.419046567,0.633200146,0.827874045,0.2102879,-0.055993621
000157.SZ,1.509457981,2.549347061,3.036822741,4.224776256,0.976382731,2.077702202,2.51921562,3.216951312,0.832577929,2.077127018,2.399234635,2.431817224,0.013819504,0.916509849,1.087717612,1.067086303,0.019582258,0.11586182,0.110031099,0.010847808,-0.244148407,-0.21791359,-0.291454807,-0.014073275,-0.298767727,-0.368958684,-0.364612125,-0.381889119,-0.014448674,0.011689554
000158.SZ,-0.082939796,-0.075775533,0.060688648,0.19214133,-0.067509349,-0.015363328,-0.021867872,0.153628119,-0.178473979,-0.330823911,-0.383186469,-0.080701975,-0.2295322,-0.284487854,-0.333720358,-0.014610843,-0.200614068,-0.353159142,-0.393376322,0.013622983,-0.347873951,-0.229974576,-0.373835871,0.62746956,-0.252280091,-0.230518357,-0.289938714,0.761512933,-0.134132183,0.041517396
000159.SZ,0.086166549,0.616485921,0.987063552,6.036385536,0.117937201,0.44972006,1.041566194,2.123636473,0.182075286,0.258393524,0.021093272,0.494718164,0.119815797,0.151652099,0.349352917,0.121891158,0.076215597,0.024412202,0.405536981,0.783303484,-0.171575281,0.249645415,-0.411967694,0.256606496,-0.21510488,-0.193956104,0.037845016,0.142892125,-0.213937804,0.007444147
