,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
002173.SZ,0.366995174,0.721164442,0.876044227,0.962599853,0.316825369,0.502585545,0.752649752,0.804778004,0.216788508,0.608455069,0.794707589,0.987974114,0.234861306,0.620391548,0.749525564,0.494629051,0.148626205,0.126942774,-0.035974365,-0.426507309,-0.326647325,-0.590347452,-0.589746857,-2.059997105,0.170293945,0.285019572,0.469131209,0.586954814,0.02699095,-0.042272871
002174.SZ,0.083244275,0.237031631,0.407158897,0.519279884,-0.359210454,-0.110137681,-0.050377025,-0.093669582,-0.244415093,0.097703601,0.166628732,0.211935241,-0.345161429,-0.35454329,-1.008234863,-1.545531948,-0.553923261,4.957027191,6.806194136,8.865740487,1.812754593,2.877636917,4.096791335,5.473482465,0.76077925,1.161881206,1.741271684,2.893193705,0.961594156,-0.142306375
002175.SZ,-0.058322106,0.076845849,0.108503772,0.183734311,-0.016697772,0.188731718,0.228747958,0.265760669,-0.034742289,0.222161901,0.221125157,0.291116002,0.022553986,0.244003319,0.217853615,0.290470969,0.000871906,0.183814363,0.141232991,0.349889168,-0.081239209,0.184815575,0.243790675,0.748172298,0.03580524,0.180992398,0.147878713,0.465409206,0.211110489,-0.03624668
002176.SZ,-0.035231403,0.296632355,0.346026442,1.111717814,0.329243552,0.810875289,0.962568929,1.209750654,0.103146509,0.378004822,0.663058715,0.604165856,0.162164317,0.435974285,0.77614318,0.743755253,0.127179207,0.376549793,0.408224658,0.388955783,0.177556868,0.145606569,0.205329978,0.125679231,0.102976655,0.328673364,0.429032234,0.638439318,0.046192558,0.278615129
002177.SZ,0.438089542,0.747377042,0.957180442,1.125652758,0.375109335,1.148121013,1.429416739,1.766704627,0.599619318,1.26449019,1.413469827,1.098571685,0.321705277,0.883808249,1.166341994,1.081928388,0.283638624,0.588585179,0.920976406,1.119377671,0.302038605,0.370008698,0.387781139,0.490553851,0.259236895,0.404071733,0.280342183,0.086781221,0.139361815,-0.035768049
002178.SZ,0.046061261,0.264200517,0.331273706,0.58597195,0.092422308,0.410006847,0.454455075,-0.547613924,0.044770537,0.382508076,0.528032939,0.631423589,0.116686152,0.667954453,0.966442174,0.985632218,0.10209922,0.55390437,0.73343627,0.928719652,0.081702245,0.503006021,0.732072264,1.330471757,0.03999655,0.327617216,0.312720006,0.330501148,-0.396006058,-0.03958016
002179.SZ,0.291698922,0.725805849,1.279065595,1.749926996,0.275688946,0.93364972,1.418005877,1.757125567,0.299138275,0.914116372,1.424679849,1.72717976,0.311346417,0.783539635,1.095291888,1.369832817,0.23067613,0.674464603,1.169688463,1.626647003,0.437793064,1.192367704,1.907499217,2.424242976,0.804124871,1.634397015,1.990521664,2.547183497,0.654221794,1.56132145
002180.SZ,0.270137636,0.285303804,0.612659529,1.092275098,0.157169842,0.199769504,0.39610792,0.939379792,0.046141426,0.10863236,0.513450371,0.480055563,0.107371389,0.22956456,-0.05550941,0.166799988,-0.255287681,-0.198786766,4.74752009,5.209973375,1.882711463,2.824096364,3.485912246,3.004921476,0.807227768,1.381398664,1.465914454,0.369967202,-9.104867702,-0.15940713
002181.SZ,0.015638713,0.078462182,0.053798781,0.20504533,-0.059884986,-0.03684319,0.034732808,0.000298961,-0.089896852,0.520622567,0.966321794,1.087452852,0.302056407,0.566447079,0.908373533,1.134561386,0.063568451,0.161784249,0.347134889,-1.782471902,0.007786241,0.035363663,0.216799281,-0.199035666,-0.230477464,-0.380344246,-1.003608681,0.687710482,-0.16017777,0.024189009
002182.SZ,0.155623925,0.217851217,0.32496238,0.306280602,0.115679876,0.145215473,0.176385438,-0.070917069,-0.316162117,0.036151345,0.186586868,0.136896449,-0.081340307,0.054820938,0.101663469,0.223295382,0.037403224,0.226630667,0.392946561,0.345861137,-0.050015469,0.139792578,0.275866758,0.277441562,0.173912843,0.694401491,1.183331355,1.618236575,0.535144606,0.971941594
002183.SZ,0.70347746,0.749376766,1.07331326,1.139588286,0.572497057,0.912761982,1.103795579,1.173719287,0.266829069,0.618135938,0.865989192,0.986992791,0.158247247,0.430210445,0.667654421,0.893281262,0.762925765,0.830668724,1.161692399,1.298116308,0.198517554,0.464746653,0.790561246,1.460750795,0.330305191,0.688842445,1.064820538,1.126476004,0.359180025,-0.06830929
002184.SZ,0.087440372,0.293131343,0.33359976,0.470879364,-0.32791358,0.022138455,0.114412698,0.183874073,-0.452162188,-0.447285144,-0.442543125,-0.063793634,-0.425856485,-0.230408613,0.106029432,0.488650476,0.037383855,0.137581207,0.445637362,0.8889059,0.103248939,0.460499006,0.801419517,1.204306325,0.1414539,0.077590445,0.011281213,0.014321885,-0.379079402,0.108217426
002185.SZ,0.418471413,0.858902105,1.332671862,1.437665721,0.269900487,0.845173064,1.151914447,0.767482814,0.146690853,0.594543222,0.901230553,0.914241549,0.258688498,0.83138386,1.235155895,1.53719818,0.361017604,0.959295971,1.522083696,1.826545657,0.313656004,0.878880829,1.307554454,1.497886178,0.237633466,0.457260557,0.707649872,0.96092577,0.265497148,-0.069094617
002186.SZ,0.631048568,0.994888481,1.539845657,1.795906526,0.612241065,1.194649429,1.869774189,2.202672403,0.83723022,1.64546399,2.286502868,2.393140793,0.652638732,0.842359171,1.458693091,1.377706515,0.386971134,0.871639131,1.617219585,1.409398567,0.319003102,0.625783464,1.166409023,1.254896938,0.331547836,0.645164403,1.183443314,1.246637699,0.328632928,0.762737003
002187.SZ,1.020048708,1.022429982,1.639047817,2.00356558,0.765436416,0.873872775,1.06066618,1.491230546,0.39232855,0.726556025,0.84770266,1.14245323,0.579229821,0.710526731,0.852021941,1.278369287,0.310343557,0.735265344,0.897587563,1.239639816,0.44609184,0.706953785,0.92139376,1.308679992,0.230123405,0.418627559,0.5463622,0.747447464,0.231641715,-0.041331649
002188.SZ,0.161554394,0.220575662,0.37247894,0.087680925,-0.206032046,-0.29669444,-0.153306754,-0.05498594,0.026647945,0.114211493,0.124093764,-0.419936146,-0.422910791,-0.611444905,-0.753673989,0.387579739,-0.050830621,-0.201405053,-0.35623855,-0.784089622,-0.084764325,-0.485472622,-0.616067404,0.2786205,0.045808768,0.055197837,0.174667569,0.559498329,-0.046696526,0.158920032
002189.SZ,-0.184929568,0.262369456,0.323221271,0.366827897,-0.286294198,-0.171213562,0.015316139,0.026534777,-0.011993956,0.199030531,0.35464773,0.174647805,-0.392991346,-0.251304131,-0.066551862,0.167179115,-0.175329078,0.024601722,0.212420827,0.275229844,-0.063854948,0.072146736,0.257280617,0.309596107,-0.06035986,0.044553622,0.247982847,0.318240528,-0.009523463,-0.033165175
002190.SZ,0.253660708,0.513498711,0.685269671,1.105564074,0.248872845,0.539467326,0.383665361,0.475134229,-0.123929319,0.06758769,0.225783836,0.403934762,0.177506834,0.232106398,0.224216723,0.345435457,-0.152706836,-0.105515308,-0.033044776,0.25238097,0.044636013,0.148263572,0.332813814,0.696288858,0.077056223,0.379286873,0.645614214,0.997968227,-0.024004153,-0.039671221
002191.SZ,0.857502768,1.26413021,1.769908919,1.962642368,0.796448459,1.236896782,1.777732966,2.384735328,1.021262343,1.481459985,1.87101376,2.402339157,0.918120006,1.4126602,1.790866911,2.272394986,0.984078784,1.409290922,1.873633313,2.369327068,1.161952352,1.373233258,1.761210758,2.363388057,0.711869566,1.003310744,1.242196238,1.591918227,0.443335353,0.89341864
002192.SZ,-0.238316093,-0.195583254,0.295370292,0.903927722,-0.110107563,0.093738613,0.163627187,0.110308111,-0.476123755,0.189160324,0.323332578,0.04567041,-0.214810319,-0.398335553,-0.150097476,-2.310847362,-0.597877413,-1.882860667,-2.60343685,-3.442518914,-0.598900951,-0.887662836,-0.265473824,0.224825856,0.019285542,0.024812913,-0.018471476,0.065201149,-0.002162153,0.001532095
002193.SZ,0.297551723,0.398227415,0.659736843,0.790959486,0.271701348,0.430340675,0.641959064,0.083239435,0.111028468,0.137064657,0.024992465,-0.113029268,-0.088529957,-0.081183144,-0.095490805,-0.104455133,-0.03946798,0.120811613,0.214353049,-0.133773734,-0.01059539,0.216660177,0.273416582,0.318263062,-0.078234539,0.028923357,0.07321071,0.162652929,-0.080584001,-8.05E-05
002194.SZ,0.321524179,0.549613138,0.925399258,1.328682023,0.396748262,0.768699816,0.907591962,1.008452561,-0.036578372,-0.05483387,-0.057423926,0.251706601,0.207528966,0.218398216,0.368512059,0.368987403,0.069982799,0.264103582,0.552967209,0.841364917,0.136713123,0.178451641,0.358597537,0.49522127,0.086972747,-0.01754594,-0.519757103,-1.168809215,-1.10780687,-0.067923093
002195.SZ,0.636265852,0.883457453,1.278727055,2.26278676,1.057892488,1.624567613,1.980744629,2.485408944,0.608101969,1.126758782,1.638407249,2.302731188,0.560745556,0.751305399,0.746860834,1.080319608,0.43785317,0.868460022,0.108049736,1.30972399,0.300514023,0.569859088,1.017483802,1.427152485,0.582735771,0.759554876,0.856816965,1.458910128,0.521734847,0.914357577
002196.SZ,0.343657055,0.34161284,0.703124872,1.073039644,0.657995352,0.976618575,1.213577525,1.71285317,0.428579421,0.7637375,0.860169687,0.717733623,0.186400136,0.08123907,0.103581566,0.000280676,-0.141841986,-0.084749209,0.022503492,0.095786671,0.04853839,0.078866705,0.212246126,0.763832207,0.09169955,0.279888998,0.397342986,0.63972314,0.10235865,0.041209233
002197.SZ,0.10333446,0.362588938,0.785930518,1.602815549,0.34912449,0.821126542,1.264089504,1.774129757,0.357906023,0.58221338,0.916092359,0.861279643,0.049102912,0.249920911,0.953345561,0.950366115,-0.029453455,0.093016937,0.503801057,0.720737521,-0.041460609,0.061926286,0.252936177,0.794827681,-0.040379103,-0.011752799,0.205354582,0.305391928,-0.091507517,0.012549015
002198.SZ,0.217061973,0.395595868,0.633213033,1.215520428,0.420839499,0.353462988,0.430520514,0.833761434,-0.258332449,-0.209771823,-0.057133524,0.225535605,0.104757147,0.354087704,0.809889881,4.547923004,0.262642203,0.467492074,0.751718169,0.95796098,0.165536301,0.393263585,0.546494233,0.918625837,0.128043257,0.224022036,0.230369745,0.725325604,0.151280942,-0.01678591
002199.SZ,0.486862245,0.716563476,1.186558294,1.403304417,0.025500486,0.167349906,0.414626899,-0.05185511,-0.017931502,0.012461739,0.115844101,0.130127719,-0.024015663,-0.021918937,0.09470679,0.36778921,-0.718534794,-0.98812574,-1.821708774,-3.620615412,-0.485329655,-1.212455258,-1.514962936,-6.336828319,-0.81687231,-2.209052425,-3.139316518,0.678767707,0.043578166,0.150180065
002200.SZ,0.701794218,0.13243221,0.345455012,0.749959751,-0.79614895,-0.497839494,-0.506391598,-2.174488604,0.048152297,-0.339718386,-0.258314947,-0.252950237,-0.323204389,-0.621980024,-1.259590648,0.487237503,0.150978303,0.027319398,-0.29060551,-0.011117054,-0.056764309,-0.011551516,0.028474775,0.101678921,-0.203365245,0.221547491,0.450913762,0.245391071,-0.209551263,0.083304645
002201.SZ,-0.03203183,0.138692258,0.2922945,0.408479356,0.083638575,0.220780932,0.312126562,0.449180839,-0.028066681,0.18784283,0.35803564,0.49539065,0.004680542,0.024677069,0.067423501,-0.077326964,-0.015768896,0.013445318,0.091579843,0.174282669,-0.024677701,0.228563698,0.233373632,0.176299021,-0.111879062,-0.064449968,-0.026937971,-0.099681702,-0.086308018,-0.026673676
002202.SZ,0.777816518,1.950213567,3.451238776,4.151287263,0.094931882,0.091473424,0.276495753,0.306515291,0.060173939,0.229686035,0.274159174,0.10516294,0.029064327,-0.020849714,0.107589425,0.334782551,-0.10080115,0.210654959,1.171232399,1.701420534,0.21659772,1.201489112,1.870095818,2.384238815,0.216123826,1.077974818,1.542486761,2.145271343,0.025805528,-0.053206155
002203.SZ,0.147520435,0.68654409,1.251001635,2.014095154,0.149609089,0.803188983,1.206967928,1.712060979,0.287710474,0.400114288,0.49520732,1.021028653,0.389519295,0.647423348,0.9833653,1.240187544,0.547781742,1.134168555,1.486081907,1.82930939,0.360960869,0.89033057,0.98333721,1.42761542,0.421474943,0.897577306,1.205483194,1.672920571,0.521423033,-0.115427939
002204.SZ,0.441671106,0.577584073,-0.075001461,1.479485524,0.01975788,0.220870701,-0.000847064,2.502885306,0.519375764,0.986582639,1.262684037,0.722894551,-0.142415717,0.147854269,0.153065563,0.578519555,-0.119966663,-0.28538988,-0.15615502,-0.209966016,-0.059999385,-0.031188027,-0.01501845,-0.051805049,-0.093664483,-0.014294499,0.001876276,-0.09419964,-0.10517028,-0.020360167
002205.SZ,0.155329782,0.606452124,1.062935236,1.569926594,-0.254290454,0.060106232,0.321254231,0.375197649,-0.388162087,-0.256511346,0.02544464,0.138024273,-0.190660058,0.035268645,0.478927497,1.235806238,-0.480608625,0.161139965,0.361198835,0.618792018,-0.202555306,-0.001103924,-0.232784722,-0.88904186,-0.880363139,-0.26074313,-0.342860321,0.331553144,-0.835880002,-0.003872085
002206.SZ,0.647076297,0.714484703,1.371671304,1.941763446,0.868028741,0.987565347,1.264028159,1.34317384,0.105849977,0.259092609,0.409293594,0.417510357,0.092142097,0.287128966,0.490172832,0.583976667,0.252695236,0.625012876,0.920798662,0.884763022,0.338908993,0.741359691,1.079559374,1.152022168,0.429067895,0.875847278,1.403158166,1.303953331,0.345293479,-0.106837717
002207.SZ,-0.480335236,-0.359553101,0.074498444,-0.211434165,-0.400253255,-0.179604595,0.205871925,0.297309679,-0.843153524,-0.741105091,-0.077967384,0.238143072,-0.647898545,-0.036925436,0.052598985,0.271728073,-0.606791733,-0.266192475,0.119810681,0.00215654,-0.422039505,-0.331382356,-0.849511002,-4.865372708,-0.895752076,-1.663691607,-2.205415926,-3.125962546,2.340083088,0.115206298
002208.SZ,1.349276237,1.342163922,1.747206622,1.79457353,0.53051661,1.240634103,1.84638348,2.105188666,-0.037197941,0.454520607,0.582337055,1.662669192,0.49229456,0.536404491,0.748154977,1.676288362,-0.104182793,0.192768203,0.317351908,1.346643031,-0.259028209,-0.529849648,-0.385218523,0.794789397,1.09808023,0.58459444,0.488927652,0.645139414,0.01622739,-0.008053535
002209.SZ,0.075628257,0.390243857,0.763860349,1.018199621,0.118271677,0.575310845,0.949456609,1.041234725,0.176917419,0.540874072,0.674217428,0.533733572,-0.008072181,0.137210954,0.24229227,0.34903363,0.003464406,0.105082587,0.102647746,0.112574493,0.020371308,0.050845925,-0.204555468,0.180874631,-0.196377783,-0.503390376,-0.740422615,-1.223614559,-0.01483782,0.040032589
002210.SZ,1.059982655,0.97404204,1.049307582,1.42551267,1.198447752,1.769046579,2.21573622,2.168473674,0.517433732,0.993281079,1.272124344,2.257338929,1.590044652,1.720530038,2.379217778,2.224615105,1.777091011,1.842408147,2.516684448,2.730351451,1.612296092,0.659681634,0.510466616,0.914035918,-1.914184642,-0.094053,0.344679668,4.662267144,0.230975328,0.481511765
002211.SZ,0.160457282,0.468075787,0.809588375,1.023538775,0.13167206,0.16172771,0.358691645,-0.35978348,-0.21502687,-0.116154224,-0.142682602,-0.076395808,-0.331516869,-1.714091599,-6.929873414,-9.803393248,0.015999431,0.028271724,0.521740133,0.351387442,-0.066730687,-0.507946206,-0.712065094,-1.070496965,-0.106271198,-0.111353026,-0.210866302,0.204118952,0.120560812,-0.022644799
002212.SZ,0.05853375,0.651630096,1.205083286,1.543375301,0.2846436,0.64264933,0.851206211,1.094467747,0.305650305,0.300107095,0.489232343,0.624649954,0.101652623,0.330784609,0.440700642,0.37869794,0.049891055,0.134400768,0.175344255,0.293379713,0.047427727,0.151403883,0.272823215,0.430300877,0.121013362,0.31355123,0.443285764,0.329402575,-0.045412074,-0.023143439
002213.SZ,0.511817685,0.887666959,1.572956484,1.925141803,0.36340514,0.724552281,1.197903426,1.356952113,0.108269926,0.501085401,1.073647998,1.193854205,0.050974171,0.329396444,0.683020652,0.985557562,-0.046659416,0.262579591,0.367413525,0.415711362,0.062928521,0.177593038,0.340369071,0.364160702,0.125307412,0.258657484,0.399819829,0.229101635,-0.11331615,-0.038894244
002214.SZ,0.136439269,0.456666808,1.226872713,1.745196438,-0.361824309,0.111359405,0.494633783,0.845190918,-0.209935944,0.254029891,0.621436981,0.912914972,-0.220275819,0.324180191,0.566737432,0.945436064,0.136696189,0.450656682,0.498410382,0.865129947,0.12440538,0.196700328,0.329730991,0.403435597,-0.011245589,0.183264396,0.363428702,0.424496716,0.011244989,0.22790537
002215.SZ,0.691826677,1.167572479,1.234446533,1.256423121,0.461063473,1.291475749,1.242883364,0.709702778,0.589424402,1.230705003,1.367026933,1.260650326,0.522050565,1.356815575,1.492467508,1.549259221,0.651867988,1.720760077,1.480874118,1.557123477,0.685626505,1.727838858,1.520328981,1.746195417,0.725116867,-0.108608616,-2.174041006,-2.502527716,0.828934117,1.936642461
002216.SZ,0.785937116,0.786478371,0.899136697,1.60992782,0.669848565,1.105621976,1.050195126,1.379063297,0.337659606,0.711192961,0.81491377,1.088775021,0.630986809,0.868458639,0.630096805,0.705754383,0.13003351,0.407408594,0.413077115,0.451364882,0.133182678,0.345404517,0.364503793,0.090682843,0.102967032,0.345552303,0.367301352,0.152433494,0.078113872,-0.049806926
002217.SZ,0.196880924,0.239725571,0.510828366,1.339408853,0.328277495,0.672477271,1.356269972,1.492790615,-0.024919637,-0.032084815,-0.375749564,-0.381559462,-0.258061267,-0.463710425,-1.01414423,-1.134871197,0.354430914,1.05516204,1.246553425,1.262019835,0.172886748,0.612561176,1.092630711,1.020562978,0.095355791,0.669232605,1.239708058,1.875411644,0.280757208,0.760096319
002218.SZ,0.278825494,0.700852667,1.109409995,1.629467892,0.105009637,-0.171573339,-0.625006415,-1.665748577,0.038831809,0.130866934,0.153032488,-0.021821707,-0.063908954,-0.013281134,0.021724429,0.004782991,-0.044698868,-0.092024097,0.016376974,-0.145208401,-0.018681097,-0.000742819,0.126952316,0.048213308,0.09415431,0.226552194,0.352019578,0.562431474,0.095253483,-0.035323826
002219.SZ,0.110519818,0.964339069,1.675257639,2.137213963,0.44947394,0.886046334,1.419546287,1.936772791,0.49625167,0.865692871,1.299323417,1.713886305,1.217753163,2.200754307,2.810561383,3.143262205,1.164964285,2.353779463,3.131779341,3.573890534,0.536687423,0.562297677,0.833690024,1.384958265,0.159327661,0.415279511,0.549882348,1.158801803,0.132100038,-0.051560809
002220.SZ,0.685687135,1.250641938,1.60979988,2.555565302,0.468325457,1.054136978,1.588979924,2.119495781,0.106994052,0.563523257,0.917601274,1.212244726,0.01149049,0.613034097,1.017214032,1.002250926,0.122223655,0.510940406,0.926692709,0.904266232,0.089745814,0.543196129,0.973275632,1.058539854,0.137830576,0.395916451,0.728006326,0.877617154,0.120733165,1.007195018
002221.SZ,0.164318996,0.177373839,0.089906206,0.766759994,0.673309088,0.626636273,0.648297201,1.482957364,-0.616525643,0.786548036,0.803140855,1.291681734,0.197239469,-0.717305228,-0.577402139,1.029882653,0.09114874,0.027927057,0.117028861,0.512692071,-0.19563201,0.392860427,0.642635907,1.773403698,0.401679871,0.58889743,1.3462565,1.263141716,0.384846277,0.108154708
002222.SZ,0.498619422,0.677178736,1.037694767,1.419500664,0.448634664,0.699286044,1.020928169,1.293095926,0.274396782,0.429663539,0.6515576,0.775718445,0.23481943,0.488994447,0.703095041,0.766855029,0.268933466,0.547374491,-0.627138903,-0.34537783,0.376067272,0.626351792,0.835712566,0.921606127,0.4585467,0.736583394,1.107419503,1.485520003,0.750089012,-0.071043864
002223.SZ,1.258799966,2.126268087,1.237833024,3.086657009,0.99099193,1.677915366,2.404910029,2.90452974,0.826340253,1.51594857,2.012322379,2.60683683,0.858525211,1.543581509,1.954109189,2.350503272,0.884916255,1.6020643,2.015641242,2.392338178,0.916674168,1.79580989,2.30387611,2.447419225,1.003992855,2.110621812,2.560094821,2.047850831,0.662019295,-0.195756819
002224.SZ,0.048373707,0.628620568,1.336784909,1.88877066,0.001884056,0.515693651,0.858963746,0.987109823,0.146637326,0.803848297,1.435982578,1.589158211,0.175948708,0.783057489,1.446907619,2.030352976,0.402648198,0.99141258,1.561286743,2.357588322,0.378799636,0.979699233,1.888582922,2.648720939,0.343469452,1.021910808,1.450691342,2.027967727,0.328205169,1.311672093
002225.SZ,0.502739769,0.885565972,1.412200475,1.688905872,0.312926705,0.598653975,0.744091926,1.056253318,0.152870141,0.445865271,0.594334249,0.793349729,0.249877914,0.52816068,0.773781031,0.957341493,0.248240956,0.538436103,0.771791109,0.983894137,0.198627906,0.444833263,0.560927733,0.318388261,0.069495494,0.156385126,0.208558175,-1.121603166,0.126438848,0.464464753
002226.SZ,0.548845063,1.217257326,1.820544034,2.495599774,0.347660141,1.496954598,1.396967086,1.605741864,0.070044795,0.609786715,1.059732219,1.427591678,0.089411553,0.713402497,1.023883846,1.3676366,0.112386764,0.508283642,0.895918083,0.797677539,0.051585095,0.164303722,0.09542323,-0.009150556,-0.103752412,0.067594637,0.198818094,0.16267448,-0.032980255,0.430036686
002227.SZ,0.196542493,0.308365113,0.32196277,0.737803682,0.129612773,0.168963956,0.181316807,0.27645456,0.014702156,-0.010108165,0.045000546,0.508585797,0.120143101,0.14257994,0.380216228,1.145639196,-0.010745484,0.144663738,0.253802729,1.469640562,-0.309280724,-0.263801769,-0.186591448,0.094595011,-0.239762989,-0.202712034,-0.213966669,0.101856513,-0.1454425,0.036903258
002228.SZ,0.446559166,0.814174423,1.111948482,1.387571954,0.112839381,0.382638048,0.71189042,0.988593042,0.096022194,0.310366205,0.534491446,0.740459519,0.147448408,0.660618368,0.949265059,1.244488616,0.292839046,0.85867786,1.173453048,1.54705695,0.177705656,0.632934807,0.831044727,0.937478953,0.140387794,0.283503127,0.433001136,0.68218321,0.128061934,-0.053975882
002229.SZ,0.515266511,0.605689567,0.953554044,1.293042862,0.314776435,0.767673698,0.937491636,1.117934946,0.165916815,0.377248868,0.507845049,0.700131775,0.124543249,0.336449481,0.541607491,0.667499738,0.052049706,0.235262273,0.213268055,0.271276061,-0.170369046,-0.206195521,-0.299791324,0.029380472,-0.29087026,-0.451619305,-0.253840142,0.063923592,-0.173168041,0.040432768
002230.SZ,0.345232673,0.757926681,1.169820844,2.100345001,0.290088584,0.677010807,1.021098107,1.715168533,0.242451654,0.62758126,1.064648812,1.856776121,0.400384054,0.702151077,0.811129294,1.391280602,0.222640493,0.436829157,0.714807138,1.348988452,0.227799672,0.440284952,0.661208301,1.143841726,0.126641473,0.487764273,0.493064203,0.891980069,0.077343725,0.367702084
002231.SZ,0.086380228,0.284147041,0.318874024,0.912182183,-0.002408678,0.388686643,0.734366924,1.726624829,0.106790488,0.366769274,0.415306056,0.942381191,-0.229425146,-0.483300811,-0.345630542,-1.060808199,-0.14971904,-0.365470178,-0.318214481,0.189160708,-0.119859974,-0.237631659,-0.124696736,0.203802471,-0.12980962,-0.420271359,-0.472732775,0.126548924,-0.184685413,0.024104959
002232.SZ,-0.035145027,0.500723317,1.058015897,1.365486231,-0.00718329,0.447714073,0.870787291,0.747948106,0.012501365,0.40746585,0.808226583,0.440754432,-0.064167759,-0.074059129,-0.075403902,-0.04182154,-0.042357764,-0.05571054,-0.02603322,0.004437594,-0.035048122,-0.058053124,-0.203059991,-0.018448633,-0.064437368,-0.069517235,-0.070360928,0.488621115,-0.062487963,0.006188892
002233.SZ,0.429781099,0.796719628,1.282063989,1.955066409,0.79848159,1.460053361,2.02660006,2.567424926,0.030034273,0.2613397,0.25159493,0.571079342,0.160857706,0.314407238,0.668081781,1.406406503,0.659985806,1.316824314,1.792204131,1.992570522,0.298404761,0.511903809,0.532844615,1.051647331,-0.055260221,0.221342177,0.602035259,1.244453276,0.376385774,1.151700394
002234.SZ,-0.671806273,-0.849171942,0.461676664,1.035188249,1.145349951,2.149457618,4.027865619,3.350962431,-0.03946635,-0.123857478,-1.110718823,-1.056604132,-0.641289375,-1.014071985,-1.598778711,-2.840352144,-0.579737806,0.156804186,0.797702662,0.656209618,-0.608059023,-1.802994443,-3.012438643,-4.201705488,1.165119778,2.357189064,3.729093137,2.247521346,-1.393640597,-0.213111725
002235.SZ,0.389347772,-0.108779801,0.03199242,-0.066884987,-0.022642298,0.120606263,0.10478426,-0.019455974,0.042812355,0.244891677,0.295862257,0.160252398,-0.017688818,0.146144159,0.205314807,0.140640854,0.020600058,0.099042773,-0.041390151,-3.192622769,-0.028197947,0.049304771,0.238527615,0.368349411,-0.07205836,0.079634342,0.147357356,0.126095771,0.128965994,0.215489216
002236.SZ,0.497353144,1.397395433,2.27625331,3.765771431,0.597569829,1.400682596,2.164601738,3.710455574,0.7179039,1.938003289,3.150414896,5.047369502,1.039411967,2.123217837,2.835595916,4.418031593,0.5567333,1.382955075,1.852285005,3.128290481,0.246700019,1.157378483,1.832097217,3.097747672,0.461610952,1.364677698,1.967883522,3.124779169,0.391629726,1.733929364
002237.SZ,0.175605499,0.62053404,1.267750752,1.803220983,0.80355133,1.467371692,1.619248688,1.973024531,0.512364932,0.876417526,1.394929607,1.178322582,0.534529523,0.92747054,0.909551912,0.942801666,0.05125946,0.626862128,1.075667585,1.201025833,0.305317299,0.340952658,0.464233039,0.386337123,-0.030667255,0.329735396,0.612804695,0.527008096,0.165868275,0.700626821
002238.SZ,0.202526436,0.303488738,0.484398435,0.837514227,0.256110542,0.530862675,1.00693836,1.01463694,0.260824773,0.580551123,0.890903118,1.089587054,0.295531482,0.649843634,0.938083546,1.175014031,0.262398491,0.635326661,0.947854539,1.253163841,0.413829697,0.75808493,1.089788046,1.420067704,0.403598981,0.75824649,1.125327778,1.425974059,0.201383087,-0.102044871
002239.SZ,0.349375769,0.286900872,0.363070878,0.340004967,0.136607327,0.09921659,0.24811863,0.217909995,0.057925412,0.127377681,0.158321641,0.235642356,0.941574719,2.169694453,0.294373502,1.162450354,-0.095843754,-0.008678779,0.104063475,0.273576033,0.160739632,0.643599164,0.668178328,1.105117182,0.310397179,0.52703552,0.825247753,1.297784705,0.179760872,-0.070256275
002240.SZ,-0.015085409,0.13281116,-0.07710876,0.054090942,-0.409576615,-0.470711647,-0.061784562,-0.056817207,-0.322967502,-0.51085521,-0.791229738,-1.132900193,-0.197358938,-0.016768399,-0.031569592,-0.032616611,-0.106570586,-0.024206608,-0.03270735,-0.026888985,-0.123042425,-0.152205198,-0.530608937,-1.909434394,-0.516633218,-0.805672081,-0.703099016,0.149892268,-0.08523062,0.219844695
002241.SZ,0.42678831,1.489695598,2.723271851,3.248690554,0.496692226,1.293186077,2.496853915,3.559157652,0.752716355,1.256926946,1.931310894,2.733755728,0.561271513,1.179251053,1.949000701,2.894272829,0.592118119,1.259045919,2.127540113,3.046211328,0.449400225,0.785488716,1.252711045,1.828574035,0.23863104,0.601054765,1.382062463,2.118752482,0.372592732,-0.082898615
002242.SZ,0.524218424,1.262453773,2.284126406,2.754567276,0.653980879,1.229963224,2.01165087,2.251216211,0.726389784,1.335762819,1.937315723,2.138345158,0.537598723,1.194338692,1.874067903,2.074680753,0.462443667,1.305306145,1.972906678,2.308266975,0.538119984,1.322835705,2.184806884,2.544964731,0.554051517,1.357096167,2.192365424,2.754887092,0.526333664,-0.123644255
002243.SZ,0.555485998,1.074577545,1.647194715,2.193318386,0.519143586,1.081537859,1.537054517,1.93735742,0.298911246,0.558208304,0.8739332,1.216961052,0.238997,0.418175378,0.615532503,0.504914755,-0.066471988,-0.066542143,-0.202737829,-0.469827182,-0.244352151,-0.209750216,-0.095637087,0.031533554,0.017702455,0.052701752,0.114735785,0.191353601,0.051542366,0.247481999
