20100430 600609.SH
20100430 000537.SZ
20100430 601166.SH
20100430 600188.SH
20100430 002304.SZ
20100430 000338.SZ
20100430 600015.SH
20100430 002393.SZ
20100430 000792.SZ
20100430 600807.SH
20100430 000608.SZ
20100430 000848.SZ
20100430 002346.SZ
20100430 600519.SH
20100430 600809.SH
20100430 002322.SZ
20100430 000533.SZ
20100430 002128.SZ
20100430 000568.SZ
20100430 002041.SZ
20100430 601009.SH
20100430 002007.SZ
20100430 000637.SZ
20100430 600970.SH
20100430 600812.SH
20100430 000869.SZ
20100430 600307.SH
20100430 300047.SZ
20100430 000933.SZ
20100430 000014.SZ
20100430 000425.SZ
20100430 600081.SH
20100430 600216.SH
20100430 601101.SH
20100430 002285.SZ
20100430 600150.SH
20100430 600031.SH
20100430 600166.SH
20100430 002001.SZ
20100430 600745.SH
20100430 600663.SH
20100430 000550.SZ
20100430 000858.SZ
20100430 600383.SH
20100430 002277.SZ
20100430 002294.SZ
20100430 600029.SH
20100430 300052.SZ
20100430 601699.SH
20100430 600547.SH
20100830 000537.SZ
20100830 000338.SZ
20100830 601166.SH
20100830 300113.SZ
20100830 002399.SZ
20100830 000425.SZ
20100830 600712.SH
20100830 600031.SH
20100830 600519.SH
20100830 600081.SH
20100830 601717.SH
20100830 002393.SZ
20100830 600869.SH
20100830 002454.SZ
20100830 002431.SZ
20100830 300075.SZ
20100830 002447.SZ
20100830 002419.SZ
20100830 300100.SZ
20100830 300103.SZ
20100830 600970.SH
20100830 000792.SZ
20100830 000568.SZ
20100830 002444.SZ
20100830 600375.SH
20100830 002304.SZ
20100830 600015.SH
20100830 002437.SZ
20100830 002128.SZ
20100830 000528.SZ
20100830 002434.SZ
20100830 600166.SH
20100830 000608.SZ
20100830 000550.SZ
20100830 600216.SH
20100830 002429.SZ
20100830 600805.SH
20100830 600508.SH
20100830 600745.SH
20100830 002416.SZ
20100830 600111.SH
20100830 300091.SZ
20100830 300086.SZ
20100830 600815.SH
20100830 600115.SH
20100830 600807.SH
20100830 600773.SH
20100830 601699.SH
20100830 002063.SZ
20100830 002041.SZ
20101101 002399.SZ
20101101 000338.SZ
20101101 002483.SZ
20101101 002482.SZ
20101101 600323.SH
20101101 600031.SH
20101101 600115.SH
20101101 600970.SH
20101101 600029.SH
20101101 600081.SH
20101101 002416.SZ
20101101 000537.SZ
20101101 601166.SH
20101101 600519.SH
20101101 000568.SZ
20101101 600375.SH
20101101 601111.SH
20101101 002304.SZ
20101101 000792.SZ
20101101 600712.SH
20101101 300125.SZ
20101101 600805.SH
20101101 600809.SH
20101101 600216.SH
20101101 600166.SH
20101101 002005.SZ
20101101 000869.SZ
20101101 002472.SZ
20101101 000049.SZ
20101101 000550.SZ
20101101 000893.SZ
20101101 601717.SH
20101101 002128.SZ
20101101 002489.SZ
20101101 600066.SH
20101101 600547.SH
20101101 600816.SH
20101101 000528.SZ
20101101 600660.SH
20101101 600238.SH
20101101 000887.SZ
20101101 002007.SZ
20101101 002479.SZ
20101101 002454.SZ
20101101 002487.SZ
20101101 002474.SZ
20101101 002202.SZ
20101101 000933.SZ
20101101 600971.SH
20101101 000895.SZ
20110503 600876.SH
20110503 000838.SZ
20110503 600809.SH
20110503 000011.SZ
20110503 600636.SH
20110503 002304.SZ
20110503 000939.SZ
20110503 600784.SH
20110503 002006.SZ
20110503 600503.SH
20110503 002399.SZ
20110503 600519.SH
20110503 600111.SH
20110503 600031.SH
20110503 300195.SZ
20110503 300191.SZ
20110503 002034.SZ
20110503 600160.SH
20110503 000417.SZ
20110503 600505.SH
20110503 000869.SZ
20110503 300194.SZ
20110503 000596.SZ
20110503 000568.SZ
20110503 600152.SH
20110503 600252.SH
20110503 002493.SZ
20110503 600318.SH
20110503 300085.SZ
20110503 600838.SH
20110503 002574.SZ
20110503 600000.SH
20110503 300099.SZ
20110503 002563.SZ
20110503 600783.SH
20110503 300157.SZ
20110503 300183.SZ
20110503 601318.SH
20110503 600729.SH
20110503 600794.SH
20110503 300189.SZ
20110503 000338.SZ
20110503 002128.SZ
20110503 000546.SZ
20110503 000858.SZ
20110503 000626.SZ
20110503 300199.SZ
20110503 002393.SZ
20110503 600684.SH
20110503 000848.SZ
20110830 600111.SH
20110830 002601.SZ
20110830 000411.SZ
20110830 600636.SH
20110830 600057.SH
20110830 600160.SH
20110830 600876.SH
20110830 600519.SH
20110830 002006.SZ
20110830 002585.SZ
20110830 600031.SH
20110830 000703.SZ
20110830 600259.SH
20110830 600693.SH
20110830 600809.SH
20110830 600503.SH
20110830 600318.SH
20110830 000838.SZ
20110830 600784.SH
20110830 002038.SZ
20110830 600331.SH
20110830 000011.SZ
20110830 300191.SZ
20110830 002304.SZ
20110830 000939.SZ
20110830 000596.SZ
20110830 000001.SZ
20110830 600695.SH
20110830 000869.SZ
20110830 000789.SZ
20110830 600547.SH
20110830 000568.SZ
20110830 000626.SZ
20110830 600805.SH
20110830 600252.SH
20110830 000566.SZ
20110830 300243.SZ
20110830 002582.SZ
20110830 300231.SZ
20110830 002602.SZ
20110830 300250.SZ
20110830 000417.SZ
20110830 300224.SZ
20110830 300245.SZ
20110830 300175.SZ
20110830 300234.SZ
20110830 601233.SH
20110830 000609.SZ
20110830 600505.SH
20110830 300223.SZ
20111031 600636.SH
20111031 000411.SZ
20111031 600160.SH
20111031 000703.SZ
20111031 600031.SH
20111031 002601.SZ
20111031 002623.SZ
20111031 600519.SH
20111031 002006.SZ
20111031 601908.SH
20111031 002304.SZ
20111031 300223.SZ
20111031 300267.SZ
20111031 600259.SH
20111031 600876.SH
20111031 002533.SZ
20111031 600318.SH
20111031 600547.SH
20111031 600809.SH
20111031 002038.SZ
20111031 000869.SZ
20111031 600693.SH
20111031 600687.SH
20111031 600503.SH
20111031 300257.SZ
20111031 600805.SH
20111031 000789.SZ
20111031 000568.SZ
20111031 600139.SH
20111031 300270.SZ
20111031 002081.SZ
20111031 002612.SZ
20111031 600549.SH
20111031 002234.SZ
20111031 002588.SZ
20111031 600773.SH
20111031 300273.SZ
20111031 300263.SZ
20111031 600403.SH
20111031 600115.SH
20111031 600887.SH
20111031 000011.SZ
20111031 600546.SH
20111031 000651.SZ
20111031 000623.SZ
20111031 600252.SH
20111031 300266.SZ
20111031 000970.SZ
20111031 300224.SZ
20111031 000939.SZ
20120502 000537.SZ
20120502 601166.SH
20120502 002304.SZ
20120502 300191.SZ
20120502 600519.SH
20120502 002142.SZ
20120502 600111.SH
20120502 600809.SH
20120502 000568.SZ
20120502 600753.SH
20120502 000001.SZ
20120502 300307.SZ
20120502 600166.SH
20120502 002399.SZ
20120502 600844.SH
20120502 600272.SH
20120502 600694.SH
20120502 000858.SZ
20120502 601318.SH
20120502 000869.SZ
20120502 601336.SH
20120502 300288.SZ
20120502 002656.SZ
20120502 000970.SZ
20120502 300306.SZ
20120502 600491.SH
20120502 300295.SZ
20120502 000415.SZ
20120502 600086.SH
20120502 000703.SZ
20120502 000049.SZ
20120502 000651.SZ
